"","ITAG","cluster"
"1522","Solyc05g008580.2.1",6
"1523","Solyc05g008620.2.1",4
"1524","Solyc05g008790.2.1",2
"1525","Solyc05g008840.1.1",2
"1526","Solyc05g009060.2.1",3
"1527","Solyc05g009070.2.1",5
"1528","Solyc05g009130.2.1",6
"1529","Solyc05g009310.2.1",2
"1530","Solyc05g009400.1.1",1
"1531","Solyc05g009730.1.1",4
"1532","Solyc05g009890.1.1",2
"1533","Solyc05g009970.2.1",1
"1534","Solyc05g009990.2.1",5
"1535","Solyc05g010080.2.1",5
"1536","Solyc05g010140.2.1",3
"1537","Solyc05g010320.2.1",4
"1538","Solyc05g010620.1.1",5
"1539","Solyc05g010710.1.1",2
"1540","Solyc05g010770.2.1",5
"1541","Solyc05g010780.1.1",6
"1542","Solyc05g011920.2.1",4
"1543","Solyc05g011960.2.1",5
"1544","Solyc05g012190.2.1",4
"1545","Solyc05g012280.2.1",1
"1546","Solyc05g012320.1.1",4
"1547","Solyc05g012440.2.1",4
"1548","Solyc05g012490.1.1",3
"1549","Solyc05g012560.1.1",2
"1550","Solyc05g012580.1.1",3
"1551","Solyc05g012620.2.1",4
"1552","Solyc05g012630.1.1",5
"1553","Solyc05g012720.2.1",6
"1554","Solyc05g012840.1.1",5
"1555","Solyc05g013040.2.1",4
"1556","Solyc05g013160.2.1",4
"1557","Solyc05g013190.2.1",1
"1558","Solyc05g013260.1.1",1
"1559","Solyc05g013410.2.1",1
"1560","Solyc05g013450.2.1",3
"1561","Solyc05g013520.1.1",1
"1562","Solyc05g013540.1.1",6
"1563","Solyc05g013570.2.1",2
"1564","Solyc05g013710.2.1",6
"1565","Solyc05g014000.2.1",2
"1566","Solyc05g014030.2.1",2
"1567","Solyc05g014110.2.1",1
"1568","Solyc05g014160.2.1",4
"1569","Solyc05g014260.2.1",3
"1570","Solyc05g014270.2.1",5
"1571","Solyc05g014380.2.1",2
"1572","Solyc05g014490.1.1",6
"1573","Solyc05g014540.2.1",4
"1574","Solyc05g014720.2.1",6
"1575","Solyc05g015060.2.1",1
"1576","Solyc05g015390.2.1",2
"1577","Solyc05g015470.1.1",1
"1578","Solyc05g015510.2.1",6
"1579","Solyc05g015710.2.1",4
"1580","Solyc05g015760.1.1",1
"1581","Solyc05g015910.1.1",5
"1582","Solyc05g016340.1.1",1
"1583","Solyc05g016390.2.1",1
"1584","Solyc05g016480.1.1",1
"1585","Solyc05g016710.1.1",6
"1586","Solyc05g017910.1.1",1
"1587","Solyc05g017930.1.1",1
"1588","Solyc05g017970.1.1",6
"1589","Solyc05g018110.1.1",1
"1590","Solyc05g018130.2.1",4
"1591","Solyc05g018640.2.1",4
"1592","Solyc05g018790.1.1",4
"1593","Solyc05g018830.1.1",5
"1594","Solyc05g021080.1.1",1
"1595","Solyc05g021110.2.1",5
"1596","Solyc05g021410.1.1",1
"1597","Solyc05g021510.1.1",6
"1598","Solyc05g021530.1.1",6
"1599","Solyc05g021570.1.1",4
"1600","Solyc05g023950.1.1",5
"1601","Solyc05g023970.1.1",1
"1602","Solyc05g024260.2.1",6
"1603","Solyc05g024380.1.1",3
"1604","Solyc05g024410.2.1",2
"1605","Solyc05g025570.1.1",4
"1606","Solyc05g026300.1.1",1
"1607","Solyc05g026470.1.1",1
"1608","Solyc05g026570.2.1",4
"1609","Solyc05g039940.2.1",6
"1610","Solyc05g040050.1.1",4
"1611","Solyc05g041220.1.1",6
"1612","Solyc05g041390.1.1",3
"1613","Solyc05g041600.1.1",1
"1614","Solyc05g041700.1.1",6
"1615","Solyc05g041810.1.1",1
"1616","Solyc05g042010.1.1",2
"1617","Solyc05g043330.2.1",6
"1618","Solyc05g043410.1.1",3
"1619","Solyc05g044580.2.1",6
"1620","Solyc05g044620.1.1",1
"1621","Solyc05g045650.2.1",5
"1622","Solyc05g045740.1.1",4
"1623","Solyc05g045750.1.1",4
"1624","Solyc05g046260.1.1",6
"1625","Solyc05g046310.2.1",6
"1626","Solyc05g046320.1.1",6
"1627","Solyc05g047440.1.1",4
"1628","Solyc05g047540.2.1",4
"1629","Solyc05g047560.1.1",6
"1630","Solyc05g047640.2.1",6
"1631","Solyc05g048830.2.1",6
"1632","Solyc05g050130.2.1",4
"1633","Solyc05g050280.2.1",3
"1634","Solyc05g050550.2.1",1
"1635","Solyc05g050560.1.1",5
"1636","Solyc05g050840.2.1",6
"1637","Solyc05g051050.2.1",6
"1638","Solyc05g051250.2.1",3
"1639","Solyc05g051270.2.1",2
"1640","Solyc05g051360.1.1",6
"1641","Solyc05g051460.2.1",3
"1642","Solyc05g051560.2.1",1
"1643","Solyc05g051640.2.1",3
"1644","Solyc05g051660.1.1",2
"1645","Solyc05g051970.2.1",5
"1646","Solyc05g052180.2.1",5
"1647","Solyc05g052240.2.1",4
"1648","Solyc05g052470.2.1",6
"1649","Solyc05g052520.2.1",1
"1650","Solyc05g052750.2.1",6
"1651","Solyc05g052920.2.1",2
"1652","Solyc05g052980.2.1",2
"1653","Solyc05g053060.1.1",2
"1654","Solyc05g053070.2.1",3
"1655","Solyc05g053080.2.1",3
"1656","Solyc05g053120.1.1",3
"1657","Solyc05g053320.1.1",3
"1658","Solyc05g053400.1.1",2
"1659","Solyc05g053410.2.1",5
"1660","Solyc05g053530.1.1",2
"1661","Solyc05g053550.2.1",3
"1662","Solyc05g053570.2.1",4
"1663","Solyc05g053600.2.1",4
"1664","Solyc05g053790.1.1",2
"1665","Solyc05g053970.2.1",3
"1666","Solyc05g054010.2.1",2
"1667","Solyc05g054170.2.1",3
"1668","Solyc05g054210.2.1",5
"1669","Solyc05g054370.2.1",6
"1670","Solyc05g054480.2.1",2
"1671","Solyc05g054520.2.1",3
"1672","Solyc05g054570.2.1",1
"1673","Solyc05g054770.2.1",4
"1674","Solyc05g054860.1.1",1
"1675","Solyc05g055020.2.1",1
"1676","Solyc05g055290.2.1",3
"1677","Solyc05g055330.2.1",3
"1678","Solyc05g055400.2.1",3
"1679","Solyc05g055420.2.1",2
"1680","Solyc05g055530.2.1",4
"1681","Solyc05g055800.2.1",4
"1682","Solyc05g055820.2.1",2
"1683","Solyc05g055940.2.1",3
"1684","Solyc05g056130.2.1",4
"1685","Solyc05g056560.2.1",6
"1686","Solyc06g005210.1.1",4
"1687","Solyc06g005410.2.1",5
"1688","Solyc06g005520.2.1",4
"1689","Solyc06g005560.2.1",2
"1690","Solyc06g005630.1.1",6
"1691","Solyc06g005660.1.1",5
"1692","Solyc06g005690.1.1",5
"1693","Solyc06g005700.1.1",3
"1694","Solyc06g005850.2.1",4
"1695","Solyc06g005980.2.1",4
"1696","Solyc06g006080.2.1",5
"1697","Solyc06g006090.1.1",4
"1698","Solyc06g007140.2.1",2
"1699","Solyc06g007160.2.1",3
"1700","Solyc06g007350.2.1",4
"1701","Solyc06g007380.1.1",4
"1702","Solyc06g007440.2.1",2
"1703","Solyc06g007460.2.1",3
"1704","Solyc06g007580.1.1",6
"1705","Solyc06g007600.2.1",2
"1706","Solyc06g007830.1.1",3
"1707","Solyc06g007850.2.1",4
"1708","Solyc06g008100.2.1",6
"1709","Solyc06g008190.1.1",6
"1710","Solyc06g008230.2.1",3
"1711","Solyc06g008290.2.1",5
"1712","Solyc06g008490.2.1",4
"1713","Solyc06g008600.2.1",6
"1714","Solyc06g008880.2.1",5
"1715","Solyc06g009070.2.1",4
"1716","Solyc06g009110.2.1",1
"1717","Solyc06g009190.2.1",3
"1718","Solyc06g009330.2.1",6
"1719","Solyc06g009370.2.1",1
"1720","Solyc06g009380.2.1",3
"1721","Solyc06g009390.2.1",1
"1722","Solyc06g009500.1.1",3
"1723","Solyc06g009710.2.1",6
"1724","Solyc06g009770.1.1",1
"1725","Solyc06g009780.2.1",3
"1726","Solyc06g009800.1.1",1
"1727","Solyc06g009900.1.1",4
"1728","Solyc06g010200.2.1",4
"1729","Solyc06g010220.1.1",4
"1730","Solyc06g010240.1.1",5
"1731","Solyc06g011350.2.1",3
"1732","Solyc06g011420.1.1",1
"1733","Solyc06g011490.2.1",5
"1734","Solyc06g011530.2.1",6
"1735","Solyc06g016820.1.1",3
"1736","Solyc06g016830.1.1",4
"1737","Solyc06g017850.1.1",3
"1738","Solyc06g019200.2.1",3
"1739","Solyc06g024210.1.1",4
"1740","Solyc06g024230.1.1",4
"1741","Solyc06g024240.1.1",4
"1742","Solyc06g024250.1.1",4
"1743","Solyc06g024270.1.1",4
"1744","Solyc06g024290.1.1",4
"1745","Solyc06g024340.1.1",4
"1746","Solyc06g024350.1.1",4
"1747","Solyc06g024360.1.1",4
"1748","Solyc06g024370.1.1",4
"1749","Solyc06g024380.1.1",4
"1750","Solyc06g030470.2.1",5
"1751","Solyc06g030500.1.1",3
"1752","Solyc06g030510.2.1",1
"1753","Solyc06g030580.2.1",1
"1754","Solyc06g031690.2.1",2
"1755","Solyc06g032740.1.1",3
"1756","Solyc06g034140.1.1",5
"1757","Solyc06g034150.2.1",6
"1758","Solyc06g034220.2.1",1
"1759","Solyc06g034260.1.1",3
"1760","Solyc06g034390.1.1",1
"1761","Solyc06g035410.1.1",3
"1762","Solyc06g035480.2.1",1
"1763","Solyc06g035580.2.1",1
"1764","Solyc06g035600.2.1",4
"1765","Solyc06g035790.2.1",6
"1766","Solyc06g035940.2.1",1
"1767","Solyc06g036060.2.1",1
"1768","Solyc06g036180.2.1",4
"1769","Solyc06g036290.2.1",1
"1770","Solyc06g036390.1.1",1
"1771","Solyc06g036550.1.1",3
"1772","Solyc06g036720.2.1",5
"1773","Solyc06g042970.1.1",6
"1774","Solyc06g043020.1.1",4
"1775","Solyc06g043070.2.1",5
"1776","Solyc06g043140.2.1",1
"1777","Solyc06g043160.1.1",5
"1778","Solyc06g043280.1.1",1
"1779","Solyc06g048540.2.1",2
"1780","Solyc06g048690.1.1",1
"1781","Solyc06g048820.1.1",5
"1782","Solyc06g048890.2.1",3
"1783","Solyc06g048900.1.1",1
"1784","Solyc06g049020.1.1",3
"1785","Solyc06g049050.2.1",2
"1786","Solyc06g050270.1.1",6
"1787","Solyc06g050280.1.1",6
"1788","Solyc06g050320.2.1",1
"1789","Solyc06g050370.1.1",4
"1790","Solyc06g050840.2.1",1
"1791","Solyc06g050890.1.1",4
"1792","Solyc06g050910.1.1",1
"1793","Solyc06g050990.2.1",1
"1794","Solyc06g051380.1.1",2
"1795","Solyc06g051460.2.1",2
"1796","Solyc06g051500.2.1",1
"1797","Solyc06g051620.2.1",2
"1798","Solyc06g051650.2.1",5
"1799","Solyc06g051660.1.1",1
"1800","Solyc06g051750.2.1",2
"1801","Solyc06g051780.2.1",4
"1802","Solyc06g051900.2.1",3
"1803","Solyc06g052060.2.1",6
"1804","Solyc06g053220.2.1",3
"1805","Solyc06g053230.2.1",5
"1806","Solyc06g053440.2.1",3
"1807","Solyc06g053530.2.1",5
"1808","Solyc06g053620.2.1",2
"1809","Solyc06g053670.1.1",3
"1810","Solyc06g053690.1.1",6
"1811","Solyc06g053830.2.1",3
"1812","Solyc06g054220.2.1",6
"1813","Solyc06g054410.2.1",3
"1814","Solyc06g054440.2.1",4
"1815","Solyc06g054480.2.1",6
"1816","Solyc06g054540.2.1",2
"1817","Solyc06g054600.2.1",2
"1818","Solyc06g054620.2.1",2
"1819","Solyc06g059740.2.1",1
"1820","Solyc06g059800.2.1",4
"1821","Solyc06g060050.1.1",4
"1822","Solyc06g060090.2.1",5
"1823","Solyc06g060110.2.1",4
"1824","Solyc06g060230.2.1",1
"1825","Solyc06g060350.2.1",3
"1826","Solyc06g060410.2.1",1
"1827","Solyc06g060440.1.1",5
"1828","Solyc06g060620.2.1",3
"1829","Solyc06g060700.1.1",1
"1830","Solyc06g060740.1.1",1
"1831","Solyc06g060760.2.1",3
"1832","Solyc06g060770.2.1",6
"1833","Solyc06g060830.2.1",1
"1834","Solyc06g060940.1.1",4
"1835","Solyc06g060960.1.1",1
"1836","Solyc06g060990.2.1",3
"1837","Solyc06g061130.2.1",3
"1838","Solyc06g062320.1.1",1
"1839","Solyc06g062330.1.1",6
"1840","Solyc06g062490.2.1",6
"1841","Solyc06g062670.2.1",1
"1842","Solyc06g062900.2.1",6
"1843","Solyc06g062960.1.1",1
"1844","Solyc06g063210.2.1",4
"1845","Solyc06g063280.1.1",3
"1846","Solyc06g063300.2.1",1
"1847","Solyc06g063420.2.1",1
"1848","Solyc06g064430.1.1",1
"1849","Solyc06g064500.2.1",3
"1850","Solyc06g064600.1.1",4
"1851","Solyc06g065080.1.1",5
"1852","Solyc06g065100.2.1",3
"1853","Solyc06g065380.2.1",6
"1854","Solyc06g065440.1.1",2
"1855","Solyc06g065490.2.1",3
"1856","Solyc06g065550.1.1",3
"1857","Solyc06g065630.2.1",6
"1858","Solyc06g065740.2.1",6
"1859","Solyc06g065790.1.1",6
"1860","Solyc06g065830.1.1",6
"1861","Solyc06g065910.2.1",1
"1862","Solyc06g065970.1.1",2
"1863","Solyc06g066050.2.1",3
"1864","Solyc06g066210.1.1",3
"1865","Solyc06g066320.2.1",4
"1866","Solyc06g066370.2.1",2
"1867","Solyc06g066470.2.1",3
"1868","Solyc06g066640.2.1",3
"1869","Solyc06g066650.2.1",3
"1870","Solyc06g066680.2.1",4
"1871","Solyc06g066770.1.1",2
"1872","Solyc06g067950.2.1",2
"1873","Solyc06g068020.1.1",1
"1874","Solyc06g068160.2.1",4
"1875","Solyc06g068210.1.1",1
"1876","Solyc06g068220.2.1",2
"1877","Solyc06g068310.1.1",3
"1878","Solyc06g068350.1.1",5
"1879","Solyc06g068430.2.1",2
"1880","Solyc06g068440.2.1",2
"1881","Solyc06g068500.2.1",2
"1882","Solyc06g068550.2.1",2
"1883","Solyc06g068620.2.1",3
"1884","Solyc06g068690.2.1",2
"1885","Solyc06g068820.2.1",4
"1886","Solyc06g068910.2.1",4
"1887","Solyc06g068960.1.1",4
"1888","Solyc06g069190.2.1",6
"1889","Solyc06g069220.1.1",1
"1890","Solyc06g069260.1.1",1
"1891","Solyc06g069300.1.1",4
"1892","Solyc06g069340.1.1",6
"1893","Solyc06g069370.2.1",4
"1894","Solyc06g069380.2.1",4
"1895","Solyc06g069410.2.1",6
"1896","Solyc06g069430.2.1",1
"1897","Solyc06g069460.1.1",4
"1898","Solyc06g069630.2.1",1
"1899","Solyc06g069730.2.1",2
"1900","Solyc06g070900.2.1",3
"1901","Solyc06g070970.2.1",2
"1902","Solyc06g071060.1.1",1
"1903","Solyc06g071150.2.1",4
"1904","Solyc06g071380.2.1",5
"1905","Solyc06g071440.2.1",5
"1906","Solyc06g071530.2.1",4
"1907","Solyc06g071540.2.1",3
"1908","Solyc06g071550.2.1",4
"1909","Solyc06g071590.2.1",2
"1910","Solyc06g071600.2.1",2
"1911","Solyc06g071650.1.1",5
"1912","Solyc06g071710.1.1",1
"1913","Solyc06g071780.2.1",6
"1914","Solyc06g071800.2.1",5
"1915","Solyc06g071820.2.1",2
"1916","Solyc06g071890.2.1",6
"1917","Solyc06g071950.1.1",1
"1918","Solyc06g072000.1.1",3
"1919","Solyc06g072010.1.1",1
"1920","Solyc06g072230.1.1",1
"1921","Solyc06g072290.2.1",5
"1922","Solyc06g072460.1.1",6
"1923","Solyc06g072520.1.1",6
"1924","Solyc06g072610.2.1",1
"1925","Solyc06g073130.2.1",2
"1926","Solyc06g073240.2.1",3
"1927","Solyc06g073490.1.1",5
"1928","Solyc06g073520.2.1",2
"1929","Solyc06g073560.2.1",6
"1930","Solyc06g073730.1.1",2
"1931","Solyc06g073750.2.1",4
"1932","Solyc06g073760.2.1",4
"1933","Solyc06g073850.1.1",5
"1934","Solyc06g073860.1.1",2
"1935","Solyc06g073880.2.1",2
"1936","Solyc06g073920.2.1",3
"1937","Solyc06g073960.2.1",2
"1938","Solyc06g073990.1.1",6
"1939","Solyc06g074000.1.1",6
"1940","Solyc06g074030.1.1",2
"1941","Solyc06g074150.2.1",6
"1942","Solyc06g074160.1.1",6
"1943","Solyc06g074170.2.1",5
"1944","Solyc06g074320.2.1",6
"1945","Solyc06g074380.2.1",5
"1946","Solyc06g074600.1.1",4
"1947","Solyc06g074630.2.1",3
"1948","Solyc06g074810.2.1",1
"1949","Solyc06g074910.2.1",6
"1950","Solyc06g074930.1.1",6
"1951","Solyc06g074940.2.1",2
"1952","Solyc06g074950.1.1",2
"1953","Solyc06g075090.2.1",2
"1954","Solyc06g075150.2.1",4
"1955","Solyc06g075330.1.1",5
"1956","Solyc06g075350.1.1",6
"1957","Solyc06g075370.2.1",2
"1958","Solyc06g075540.2.1",4
"1959","Solyc06g075610.1.1",2
"1960","Solyc06g076020.2.1",1
"1961","Solyc06g076090.2.1",1
"1962","Solyc06g076110.1.1",2
"1963","Solyc06g076140.2.1",2
"1964","Solyc06g076170.2.1",5
"1965","Solyc06g076350.2.1",2
"1966","Solyc06g076560.1.1",5
"1967","Solyc06g076570.1.1",1
"1968","Solyc06g076580.1.1",3
"1969","Solyc06g076590.2.1",5
"1970","Solyc06g076670.2.1",2
"1971","Solyc06g076780.2.1",3
"1972","Solyc06g076810.1.1",1
"1973","Solyc06g076820.1.1",3
"1974","Solyc06g076870.2.1",2
"1975","Solyc06g082010.2.1",2
"1976","Solyc06g082060.2.1",1
"1977","Solyc06g082130.2.1",4
"1978","Solyc06g082170.2.1",4
"1979","Solyc06g082320.2.1",1
"1980","Solyc06g082380.2.1",3
"1981","Solyc06g082500.2.1",6
"1982","Solyc06g082560.1.1",6
"1983","Solyc06g082840.2.1",4
"1984","Solyc06g082890.2.1",4
"1985","Solyc06g082920.2.1",2
"1986","Solyc06g082970.2.1",3
"1987","Solyc06g082990.2.1",4
"1988","Solyc06g083020.1.1",1
"1989","Solyc06g083130.2.1",6
"1990","Solyc06g083150.2.1",4
"1991","Solyc06g083170.2.1",2
"1992","Solyc06g083200.1.1",4
"1993","Solyc06g083350.2.1",4
"1994","Solyc06g083390.2.1",2
"1995","Solyc06g083500.2.1",3
"1996","Solyc06g083740.1.1",3
"1997","Solyc06g083860.2.1",1
"1998","Solyc06g083880.2.1",3
"1999","Solyc06g083890.2.1",3
"2000","Solyc06g083900.2.1",4
"2001","Solyc06g084060.2.1",3
"2002","Solyc06g084280.1.1",5
"2003","Solyc06g084380.2.1",2
"2004","Solyc06g084480.2.1",5
"2005","Solyc07g005130.2.1",2
"2006","Solyc07g005170.1.1",1
"2007","Solyc07g005190.2.1",2
"2008","Solyc07g005400.2.1",2
"2009","Solyc07g005480.2.1",1
"2010","Solyc07g005490.2.1",1
"2011","Solyc07g005590.2.1",4
"2012","Solyc07g005680.2.1",3
"2013","Solyc07g005740.1.1",5
"2014","Solyc07g005770.2.1",4
"2015","Solyc07g005790.2.1",6
"2016","Solyc07g006020.2.1",1
"2017","Solyc07g006040.2.1",3
"2018","Solyc07g006100.2.1",6
"2019","Solyc07g006110.2.1",2
"2020","Solyc07g006120.2.1",3
"2021","Solyc07g006330.1.1",6
"2022","Solyc07g006370.1.1",2
"2023","Solyc07g006380.2.1",4
"2024","Solyc07g006410.1.1",2
"2025","Solyc07g006560.2.1",4
"2026","Solyc07g006570.2.1",3
"2027","Solyc07g006580.2.1",4
"2028","Solyc07g006630.2.1",3
"2029","Solyc07g006680.1.1",2
"2030","Solyc07g006920.2.1",6
"2031","Solyc07g007020.2.1",2
"2032","Solyc07g007120.2.1",4
"2033","Solyc07g007140.2.1",1
"2034","Solyc07g007170.2.1",1
"2035","Solyc07g007280.2.1",2
"2036","Solyc07g007330.1.1",2
"2037","Solyc07g007450.2.1",5
"2038","Solyc07g007560.2.1",4
"2039","Solyc07g007660.1.1",1
"2040","Solyc07g007690.2.1",1
"2041","Solyc07g007750.2.1",3
"2042","Solyc07g007790.2.1",2
"2043","Solyc07g007840.1.1",2
"2044","Solyc07g007860.1.1",3
"2045","Solyc07g007970.2.1",3
"2046","Solyc07g008020.2.1",6
"2047","Solyc07g008240.2.1",2
"2048","Solyc07g008400.1.1",4
"2049","Solyc07g008530.1.1",4
"2050","Solyc07g008620.1.1",1
"2051","Solyc07g008650.2.1",5
"2052","Solyc07g008700.2.1",3
"2053","Solyc07g008920.2.1",2
"2054","Solyc07g009000.1.1",3
"2055","Solyc07g009220.1.1",1
"2056","Solyc07g009360.1.1",4
"2057","Solyc07g009370.1.1",3
"2058","Solyc07g014640.2.1",2
"2059","Solyc07g014670.2.1",2
"2060","Solyc07g017220.2.1",5
"2061","Solyc07g017240.1.1",1
"2062","Solyc07g017520.2.1",6
"2063","Solyc07g017550.1.1",1
"2064","Solyc07g017610.2.1",1
"2065","Solyc07g017640.2.1",6
"2066","Solyc07g017790.1.1",1
"2067","Solyc07g017990.2.1",6
"2068","Solyc07g018000.2.1",4
"2069","Solyc07g018010.2.1",3
"2070","Solyc07g018040.1.1",1
"2071","Solyc07g018100.2.1",3
"2072","Solyc07g018140.2.1",3
"2073","Solyc07g018180.1.1",5
"2074","Solyc07g018340.2.1",4
"2075","Solyc07g019520.1.1",2
"2076","Solyc07g020780.1.1",1
"2077","Solyc07g021030.1.1",6
"2078","Solyc07g021190.1.1",4
"2079","Solyc07g021200.1.1",1
"2080","Solyc07g021240.1.1",4
"2081","Solyc07g021280.1.1",4
"2082","Solyc07g021420.1.1",6
"2083","Solyc07g021710.2.1",3
"2084","Solyc07g022900.2.1",3
"2085","Solyc07g022910.2.1",2
"2086","Solyc07g025190.1.1",1
"2087","Solyc07g025390.2.1",6
"2088","Solyc07g025530.1.1",4
"2089","Solyc07g026620.2.1",3
"2090","Solyc07g026660.2.1",4
"2091","Solyc07g026670.2.1",3
"2092","Solyc07g026710.1.1",5
"2093","Solyc07g026720.1.1",5
"2094","Solyc07g027020.2.1",2
"2095","Solyc07g032030.1.1",1
"2096","Solyc07g032740.2.1",5
"2097","Solyc07g032820.1.1",1
"2098","Solyc07g038160.2.1",4
"2099","Solyc07g039270.2.1",1
"2100","Solyc07g039290.1.1",4
"2101","Solyc07g039310.1.1",2
"2102","Solyc07g039380.2.1",5
"2103","Solyc07g039440.1.1",6
"2104","Solyc07g040940.2.1",3
"2105","Solyc07g041210.2.1",6
"2106","Solyc07g041780.2.1",1
"2107","Solyc07g041790.1.1",1
"2108","Solyc07g041900.2.1",6
"2109","Solyc07g042080.2.1",5
"2110","Solyc07g042120.1.1",1
"2111","Solyc07g042190.2.1",3
"2112","Solyc07g042340.1.1",1
"2113","Solyc07g042350.1.1",1
"2114","Solyc07g042390.1.1",6
"2115","Solyc07g042790.1.1",1
"2116","Solyc07g042900.2.1",3
"2117","Solyc07g042990.1.1",2
"2118","Solyc07g043120.1.1",3
"2119","Solyc07g044750.2.1",6
"2120","Solyc07g044980.2.1",2
"2121","Solyc07g045180.2.1",4
"2122","Solyc07g045200.1.1",6
"2123","Solyc07g045210.1.1",1
"2124","Solyc07g045320.2.1",6
"2125","Solyc07g045400.1.1",5
"2126","Solyc07g045410.1.1",1
"2127","Solyc07g045450.1.1",6
"2128","Solyc07g045460.2.1",1
"2129","Solyc07g045540.2.1",3
"2130","Solyc07g045550.1.1",6
"2131","Solyc07g045570.1.1",6
"2132","Solyc07g047860.2.1",4
"2133","Solyc07g047950.1.1",3
"2134","Solyc07g049190.2.1",6
"2135","Solyc07g049200.2.1",4
"2136","Solyc07g049300.2.1",3
"2137","Solyc07g049400.1.1",1
"2138","Solyc07g049430.2.1",5
"2139","Solyc07g049690.2.1",1
"2140","Solyc07g049740.2.1",6
"2141","Solyc07g052100.2.1",1
"2142","Solyc07g052240.2.1",5
"2143","Solyc07g052410.2.1",4
"2144","Solyc07g052470.2.1",5
"2145","Solyc07g052480.2.1",2
"2146","Solyc07g052570.2.1",6
"2147","Solyc07g052610.2.1",2
"2148","Solyc07g052640.2.1",6
"2149","Solyc07g052670.2.1",2
"2150","Solyc07g052680.1.1",1
"2151","Solyc07g052730.2.1",5
"2152","Solyc07g052770.2.1",1
"2153","Solyc07g052850.1.1",1
"2154","Solyc07g052870.1.1",5
"2155","Solyc07g052930.2.1",3
"2156","Solyc07g052970.2.1",4
"2157","Solyc07g053020.1.1",2
"2158","Solyc07g053060.2.1",4
"2159","Solyc07g053150.2.1",3
"2160","Solyc07g053250.2.1",6
"2161","Solyc07g053380.1.1",5
"2162","Solyc07g053520.1.1",1
"2163","Solyc07g053600.2.1",3
"2164","Solyc07g053640.1.1",3
"2165","Solyc07g053820.2.1",5
"2166","Solyc07g053920.2.1",2
"2167","Solyc07g054000.2.1",1
"2168","Solyc07g054170.2.1",4
"2169","Solyc07g054330.2.1",4
"2170","Solyc07g054410.1.1",3
"2171","Solyc07g054440.2.1",6
"2172","Solyc07g054480.1.1",6
"2173","Solyc07g054560.1.1",1
"2174","Solyc07g054580.2.1",3
"2175","Solyc07g054590.1.1",4
"2176","Solyc07g054620.2.1",6
"2177","Solyc07g054740.2.1",2
"2178","Solyc07g054760.1.1",5
"2179","Solyc07g054950.1.1",2
"2180","Solyc07g055040.1.1",3
"2181","Solyc07g055170.1.1",1
"2182","Solyc07g055210.2.1",4
"2183","Solyc07g055240.1.1",5
"2184","Solyc07g055270.1.1",1
"2185","Solyc07g055740.1.1",3
"2186","Solyc07g055750.2.1",4
"2187","Solyc07g055780.2.1",1
"2188","Solyc07g055820.1.1",6
"2189","Solyc07g055870.2.1",3
"2190","Solyc07g055900.1.1",4
"2191","Solyc07g055930.2.1",4
"2192","Solyc07g056250.2.1",5
"2193","Solyc07g056360.1.1",3
"2194","Solyc07g056440.2.1",2
"2195","Solyc07g056540.2.1",2
"2196","Solyc07g056630.2.1",1
"2197","Solyc07g061730.2.1",5
"2198","Solyc07g061740.2.1",4
"2199","Solyc07g061750.2.1",4
"2200","Solyc07g061760.1.1",4
"2201","Solyc07g061770.2.1",4
"2202","Solyc07g061800.2.1",3
"2203","Solyc07g061920.2.1",2
"2204","Solyc07g061960.2.1",2
"2205","Solyc07g062070.2.1",4
"2206","Solyc07g062110.2.1",4
"2207","Solyc07g062140.2.1",2
"2208","Solyc07g062150.2.1",2
"2209","Solyc07g062170.1.1",3
"2210","Solyc07g062450.2.1",1
"2211","Solyc07g062460.2.1",6
"2212","Solyc07g062510.2.1",2
"2213","Solyc07g062530.2.1",1
"2214","Solyc07g062750.2.1",1
"2215","Solyc07g062810.2.1",2
"2216","Solyc07g062820.1.1",3
"2217","Solyc07g062850.2.1",3
"2218","Solyc07g062890.2.1",6
"2219","Solyc07g062900.2.1",5
"2220","Solyc07g062980.2.1",5
"2221","Solyc07g063070.1.1",3
"2222","Solyc07g063180.2.1",6
"2223","Solyc07g063290.2.1",3
"2224","Solyc07g063490.2.1",2
"2225","Solyc07g063500.2.1",1
"2226","Solyc07g063600.2.1",2
"2227","Solyc07g063820.2.1",3
"2228","Solyc07g063920.2.1",1
"2229","Solyc07g064160.2.1",2
"2230","Solyc07g064370.1.1",3
"2231","Solyc07g064380.2.1",1
"2232","Solyc07g064620.1.1",3
"2233","Solyc07g064670.2.1",2
"2234","Solyc07g064690.1.1",1
"2235","Solyc07g064710.2.1",4
"2236","Solyc07g064790.2.1",6
"2237","Solyc07g064900.2.1",3
"2238","Solyc07g064930.2.1",5
"2239","Solyc07g064990.2.1",4
"2240","Solyc07g065060.1.1",1
"2241","Solyc07g065110.1.1",1
"2242","Solyc07g065130.2.1",3
"2243","Solyc07g065210.2.1",4
"2244","Solyc07g065250.2.1",2
"2245","Solyc07g065320.2.1",4
"2246","Solyc07g065340.1.1",2
"2247","Solyc07g065410.1.1",6
"2248","Solyc07g065500.1.1",4
"2249","Solyc07g065540.1.1",6
"2250","Solyc07g065720.2.1",1
"2251","Solyc07g065880.2.1",2
"2252","Solyc07g065980.2.1",3
"2253","Solyc07g066010.2.1",2
"2254","Solyc07g066170.2.1",5
"2255","Solyc07g066480.2.1",2
"2256","Solyc07g066530.2.1",1
"2257","Solyc07g066550.2.1",6
