itag3	dPC1	dPC2	dPC3	dPC4	dPC5	dPC6	overall_distance	m82.PC1	m82.PC2	m82.PC3	m82.PC4	m82.PC5	m82.PC6	penn.PC1	penn.PC2	penn.PC3	penn.PC4	penn.PC5	penn.PC6	m82.inf	m82.veg	m82.leaf	m82.root	m82.seedling	m82.stem	penn.inf	penn.veg	penn.leaf	penn.root	penn.seed	penn.stem	cluster	distance
Solyc03g119980.2.1	-0.113495404	-0.217923674	1.831859872	-0.759483586	-0.543692323	-2.43E-11	2.070869186	-1.612258968	-0.360124418	0.656090328	-1.195030231	-1.177021576	-5.85E-12	-1.498763564	-0.142200744	-1.175769544	-0.435546645	-0.633329253	1.84E-11	-0.294965954	-1.145741791	0.269184868	-0.536094935	1.797851613	-0.090233801	-0.600499469	-1.203928204	1.64917659	0.032221923	0.541914155	-0.418884995	1	0.003023324
Solyc10g081770.1.1	-0.38292002	0.836600946	1.968410044	1.607747576	0.197442476	7.00E-12	2.71016656	-0.967965351	1.156924365	1.853078239	-0.83484603	-0.157312459	4.36E-10	-0.585045331	0.320323419	-0.115331805	-2.442593606	-0.354754935	4.29E-10	-0.530179089	0.792290099	-0.798247168	-0.691019936	1.667979156	-0.440823063	-0.820943173	-0.820943173	-0.497949137	0.713278494	1.682260599	-0.255703611	1	0.002917674
Solyc12g038860.1.1	2.326043784	0.019398089	-0.827427569	-2.947398879	1.750076764	-4.83E-10	4.224384119	1.155350447	0.094178204	-1.866039802	-1.8921499	1.369489486	-8.95E-10	-1.170693337	0.074780115	-1.038612233	1.055248979	-0.380587278	-4.12E-10	-0.40824829	-0.40824829	-0.40824829	2.041241452	-0.40824829	-0.40824829	-0.384151632	-0.443251883	2.038958663	-0.443251883	-0.443251883	-0.325051381	7	0.007455371
Solyc03g096770.1.1	2.019077549	-0.130121805	0.202106947	-1.727360372	0.895579562	4.22E-10	2.814300918	1.597328241	0.093700964	-1.873358327	-1.757014245	0.833793353	4.51E-10	-0.421749308	0.223822769	-2.075465274	-0.029653873	-0.061786209	2.87E-11	-0.58566744	-0.456476093	-0.482314362	1.97232123	-0.55982917	0.111965834	-0.797626927	-0.726410238	1.737687235	0.64095021	-0.56973352	-0.28486676	7	0.003811536
Solyc05g055990.2.1	0.501052587	-1.705486857	-2.278151596	-2.194436092	0.299116455	-8.00E-12	3.640705182	1.899363073	-0.272449126	-1.6565293	-1.389830781	1.054907177	4.56E-10	1.398310486	1.433037731	0.621622296	0.804605311	0.755790722	4.64E-10	-0.153183502	-0.361075398	-0.678384081	1.878321514	-0.900864882	0.215186348	-0.438473541	1.859930248	-0.699264993	-0.014329201	-0.905605483	0.197742969	4	0.005233549
Solyc01g008650.2.1	-1.230235254	-1.592861223	-0.911064816	-0.523477483	-0.397657187	4.55E-10	2.304969559	-1.15482661	0.15117786	-1.219978681	0.877197736	-0.207581349	4.85E-10	0.075408644	1.744039083	-0.308913865	1.400675219	0.190075838	2.99E-11	-0.444383364	-0.444383364	2.035562505	-0.25802905	-0.444383364	-0.444383364	-1.006703936	1.40938551	1.027897703	-0.370890924	-0.879541333	-0.18014702	9	0.001808506
Solyc02g092210.1.1	1.824610119	0.408841622	0.197539622	-1.104631007	-0.057913913	-9.20E-10	2.181499288	2.117087968	0.848574327	-1.147935367	0.352537248	-0.258117804	-8.79E-10	0.292477849	0.439732705	-1.345474989	1.457168255	-0.200203891	4.12E-11	-0.965082008	0.590078714	-0.005514754	0.755521344	-1.428321372	1.053318078	-0.56873463	0.186222843	1.605542894	-0.055363548	-1.414287	0.246619441	7	0.005287005
Solyc10g084150.1.1	0.571991702	-0.052417897	1.453965125	1.464358498	-1.410384932	-4.44E-10	2.56465752	2.391234074	-0.802055645	0.1351894	-0.018685143	-0.300832538	-4.39E-10	1.819242372	-0.749637748	-1.318775725	-1.483043641	1.109552394	5.32E-12	0.36963	-0.050983448	-1.23634862	0.455664569	-0.997363706	1.459401206	0.250325706	-0.566914098	-0.931358876	1.774367502	-0.743614596	0.217194362	1	0.004770674
Solyc06g068240.2.1	1.117068207	-1.017145994	1.543112248	0.314171013	-0.127449052	-4.55E-10	2.185993927	-0.111375563	-2.285141794	0.685276479	1.094398278	-0.053206077	3.23E-11	-1.22844377	-1.2679958	-0.857835769	0.780227265	0.074242975	4.87E-10	1.727209973	-0.951543875	0.175877778	-0.780175784	-0.563710827	0.392342735	0.659013682	-1.144352279	1.667756647	-0.321179953	-0.411586163	-0.449651935	3	0.00400361
Solyc07g054720.1.1	0.982495762	-0.206870242	-1.17538298	-1.834092088	1.098594851	4.34E-10	2.638261322	-0.116068403	0.232727591	-2.337755956	-0.825230542	1.05864002	2.22E-11	-1.098564165	0.439597833	-1.162372976	1.008861546	-0.039954831	-4.12E-10	-0.578532156	-0.578532156	1.157064309	1.405006661	-0.578532156	-0.826474502	-0.534015342	-0.139665551	2.01282706	-0.271115482	-0.534015342	-0.534015342	7	0.002289143
Solyc03g083480.2.1	2.086702502	0.970792097	0.490410266	0.942409471	1.386007644	5.94E-10	2.889017074	-0.045763367	1.936505174	0.847587977	0.886573749	0.870759499	9.14E-10	-2.132465869	0.965713077	0.357177711	-0.055835722	-0.515248145	3.20E-10	-0.655017707	1.980465301	-0.007706091	-0.470071531	-0.238888811	-0.608781163	-0.816496581	-1.69E-09	1.224744872	-0.816496581	1.224744872	-0.816496581	5	0.005236976
Solyc11g068790.1.1	0.347563314	-0.220918994	-1.639518945	-1.544707429	1.498238999	4.44E-10	2.736506709	2.269047788	0.77020978	-0.999527226	-0.7951693	0.716349027	5.07E-12	1.921484474	0.991128774	0.639991719	0.749538129	-0.781889972	-4.39E-10	-0.689536399	0.638728454	-0.907284736	1.422622466	-0.994384071	0.529854286	-0.721754716	1.168912524	-0.757767425	-0.253589495	-0.793780135	1.357979248	4	0.002025581
Solyc08g079930.1.1	0.6095296	-1.447818192	-2.00769761	0.494248614	-0.039406106	-4.24E-10	2.596995972	-1.134881996	0.188416006	-1.257906289	0.875169216	-0.101526962	-4.12E-10	-1.744411596	1.636234198	0.749791321	0.380920602	-0.062120856	1.16E-11	-0.439552609	-0.393818811	2.030072453	-0.210883621	-0.485286406	-0.500531005	-0.912870929	0.912870929	0.912870929	-0.912870929	0.912870929	-0.912870929	2	0.007009591
Solyc00g009110.2.1	-1.287087091	-1.399765893	-1.511952283	0.235107521	-1.235235435	-4.31E-10	2.735510842	-0.072120335	0.584263585	-1.777422718	0.539264046	-0.591908878	-4.18E-10	1.214966756	1.984029478	-0.265470435	0.304156525	0.643326557	1.26E-11	-1.060996439	-0.346140682	1.738228209	0.270892708	-0.790103731	0.188119936	-1.146390646	1.679032551	-0.209425113	0.444271771	-0.790489009	0.023000446	9	0.004267889
Solyc07g064990.2.1	1.616710656	-1.387785312	1.539231882	-0.536288657	0.907764931	-1.44E-11	2.832062658	0.452901569	-2.331066468	0.41690392	0.198697165	0.856717002	2.35E-11	-1.163809087	-0.943281156	-1.122327962	0.734985822	-0.051047929	3.79E-11	1.888129151	-0.881126937	-0.55275665	0.038309867	-0.585593679	0.093038248	0.326331361	-1.074505701	1.822680041	-0.21490114	-0.453680185	-0.405924376	3	0.005616645
Solyc04g014830.1.1	-0.705301981	-1.757808393	0.501765476	0.085808182	-0.310914439	9.02E-10	1.985734286	-1.065195427	-0.285144399	1.929939513	-1.143053857	-0.382466553	4.35E-10	-0.359893446	1.472663994	1.428174037	-1.228862039	-0.071552114	-4.67E-10	0.29382787	-0.257099387	-0.973304819	-0.697841192	1.836424188	-0.202006661	-0.87249551	0.900640527	-1.041365609	-0.197015115	1.491685873	-0.281450165	3	0.003749772
Solyc03g097050.2.1	-0.222941158	0.45529825	2.345863979	-1.345790534	-0.391528031	8.60E-10	2.779302687	-1.599997236	0.404491449	0.862846979	-1.559363354	-0.558735064	4.36E-10	-1.377056078	-0.050806801	-1.483017	-0.21357282	-0.167207033	-4.24E-10	-0.563043093	-0.491590924	-0.115752514	-0.308673371	2.012093083	-0.533033182	-0.534153413	-1.001077172	1.800465384	0.211819457	0.156562207	-0.633616462	6	0.006990864
Solyc03g007290.2.1	-1.016704657	0.060874179	0.747197825	-2.434608793	0.408638805	-4.84E-10	2.773085693	-0.170245834	0.58340765	-1.482923922	-2.384770356	0.373194966	-4.57E-10	0.846458823	0.522533471	-2.230121747	0.049838437	-0.035443839	2.73E-11	-1.071491825	-0.759785113	0.058445009	1.500088556	0.837711791	-0.564968417	-1.005835814	-0.274318858	1.188715053	1.005835814	-1.188715053	0.274318858	4	0.006954044
Solyc09g057580.2.1	-1.360611867	0.948116179	0.685053616	0.580058882	-0.304655064	-4.47E-10	1.910175493	0.57082254	1.675081206	1.270709513	0.797090629	0.679456268	-4.38E-10	1.931434407	0.726965027	0.585655897	0.217031747	0.984111332	9.10E-12	-0.456852262	2.011664379	-0.638583548	-0.487140809	-0.275120975	-0.153966784	0.006157794	1.447081646	-1.323925761	0.412572214	-0.917511341	0.375625448	8	0.002085373
Solyc01g108000.2.1	-0.831354469	-0.183655457	1.48370986	1.273603253	1.482943637	1.33E-11	2.597587651	0.352799953	-1.923199128	1.321912882	-0.029835686	0.912565943	1.27E-11	1.184154422	-1.739543671	-0.161796978	-1.303438939	-0.570377694	-6.18E-13	1.847066359	-0.391801955	-1.175405865	-0.223886831	-0.055971708	0	0.600317119	-1.457913004	-0.980109582	0.673825338	0.122513698	1.041366431	1	0.003500226
Solyc03g063600.2.1	0.881325	0.164307309	-0.009542464	-1.832865449	1.460878719	-2.33E-11	2.509458924	1.322078252	-0.360046208	-2.061362355	-1.669641369	0.925980506	7.28E-12	0.440753252	-0.524353517	-2.051819891	0.16322408	-0.534898213	3.06E-11	-0.29467919	-0.806197784	-0.211279419	1.95711462	-0.622718288	-0.022239939	-0.449368754	-1.091754961	1.387312933	0.654449797	-1.00127803	0.500639015	4	0.003374134
Solyc03g031980.2.1	-1.427103788	-0.101896348	0.405555307	-1.085841041	0.054608075	-4.64E-10	1.842149832	-1.868475329	1.329820768	0.093412448	0.507001736	-0.099213678	1.93E-11	-0.441371541	1.431717116	-0.312142859	1.592842777	-0.153821753	4.83E-10	-0.881623725	0.496689422	1.452816561	-0.757451369	0.633279014	-0.943709903	-0.904660171	1.033897338	1.451432802	-0.666068478	-0.725716401	-0.188885091	9	0.002524953
Solyc08g013690.1.1	-0.553675979	-2.285352097	-0.502596359	-0.461502182	0.433654522	-1.34E-09	2.486570913	1.302878102	-1.890299843	0.515629885	0.561764277	0.76533268	-4.25E-10	1.856554081	0.395052254	1.018226244	1.023266459	0.331678158	9.14E-10	1.652703077	-0.311830769	-0.873126154	0.062366154	-1.060224615	0.530112308	0.216117331	1.37388875	-1.080586658	-0.246991236	-1.080586658	0.818158469	3	0.008263549
Solyc12g057100.1.1	2.931597674	1.289582394	0.406041587	1.848384216	1.334845712	9.14E-10	3.952277157	0.910373306	1.663181003	1.006831355	0.883088226	0.573731748	4.62E-10	-2.021224368	0.373598609	0.600789768	-0.96529599	-0.761113964	-4.52E-10	-0.543283062	1.980354386	-0.595858842	-0.359267831	-0.543283062	0.06133841	-0.597614304	-0.597614304	0.597614301	-0.597614304	1.792842916	-0.597614304	5	0.01064219
Solyc08g061490.2.1	-1.827664734	-0.600308984	0.357071849	-0.044100113	0.629791821	9.02E-10	2.055921234	-1.32710602	0.283095382	-1.05873474	0.834859041	-0.303483026	3.42E-11	0.500558714	0.883404366	-1.415806589	0.878959154	-0.933274847	-8.68E-10	-0.529897104	-0.392657566	2.0319076	-0.36978431	-0.255418029	-0.484150591	-1.232403656	0.069014606	1.429588241	0.069014605	-0.995782154	0.66056836	8	0.003859825
Solyc01g059930.2.1	1.545937938	0.934331524	-0.731130781	-0.785566907	1.133659796	8.89E-10	2.38741526	-0.186012409	2.111656491	-1.084430206	-0.397371201	0.713912905	4.60E-10	-1.731950347	1.177324967	-0.353299425	0.388195706	-0.419746891	-4.29E-10	-1.529079175	0.989245397	0.754417704	0.681540144	-0.095820496	-0.800303575	-1.036051113	0.139335769	1.662372292	-0.589073003	0.536649645	-0.713233589	7	0.004282024
Solyc01g110550.2.1	0.003315929	0.665421953	1.078824305	1.497589397	-0.981670136	4.57E-10	2.193880013	2.346718359	0.400198842	0.397420254	0.276069545	-0.575599283	4.56E-10	2.34340243	-0.265223111	-0.681404051	-1.221519852	0.406070853	-5.09E-13	-0.397080625	0.757223517	-1.126600842	0.175454229	-0.886505581	1.477509301	-0.11442252	-0.101825545	-1.348926038	1.397214441	-0.687584868	0.85554453	1	0.003773262
Solyc07g016170.2.1	1.049570167	-0.385954522	0.922744512	1.329998678	0.153384595	1.20E-11	1.973433348	-0.41962443	-1.9816174	1.673028972	0.279274299	0.41457274	4.64E-10	-1.469194597	-1.595662878	0.75028446	-1.050724379	0.261188145	4.52E-10	1.837721502	-0.569333328	-0.742295352	-0.79994936	0.324303794	-0.050447257	1.083404583	-1.308478071	-0.14114778	-0.244147512	1.266515217	-0.656146438	2	0.001213132
Solyc01g091730.2.1	0.191751259	-0.474929921	-2.233253878	-2.010698473	1.385817351	-4.55E-10	3.348603879	1.776892833	0.913097567	-1.717566396	-0.931763373	1.038652176	-4.39E-10	1.585141574	1.388027488	0.515687482	1.0789351	-0.347165175	1.60E-11	-0.873928923	0.444630505	-0.291309641	1.701861588	-1.027249787	0.045996259	-0.802014914	1.537052137	-0.400148769	-0.307410427	-0.946274556	0.918796529	4	0.002822492
Solyc10g054820.1.1	-0.925284974	1.153379928	1.238739274	1.061922592	1.176931878	4.55E-10	2.496750041	1.345637126	1.416761351	1.076739709	0.949526052	-0.082237891	1.13E-11	2.2709221	0.263381423	-0.161999565	-0.11239654	-1.259169769	-4.44E-10	-0.595983286	1.744389617	-0.738544072	-0.465302565	-0.619743417	0.675183723	-0.766929142	0.122594621	-0.784035365	0.344975561	-0.698504237	1.781898563	6	0.004993926
Solyc07g015860.2.1	0.315163186	0.557352801	-1.620207268	-0.769455161	1.010581188	4.50E-10	2.156009544	2.41278397	-0.12789404	-1.180998481	-0.739386787	-0.270268353	7.18E-12	2.097620784	-0.685246841	0.439208787	0.030068374	-1.280849541	-4.43E-10	-0.510716116	-0.266965243	-0.705716815	1.251254485	-1.019110796	1.251254485	0.018447158	-0.266166133	-1.056758607	0.002635308	-0.566591273	1.868433548	4	0.002782172
Solyc04g009850.2.1	-2.60680816	-0.672301371	-0.703633173	-1.004060191	0.413132108	0	2.986863332	-1.355603084	0.600375505	-1.239355964	0.281262942	-0.326133134	-4.22E-10	1.251205076	1.272676876	-0.535722791	1.285323133	-0.739265242	-4.22E-10	-0.875402827	-0.42788748	1.927456449	-0.09813933	0.043181305	-0.569208116	-1.11775124	0.958072492	0.624198745	-0.174194999	-1.233881239	0.943556242	9	0.002577581
Solyc03g114770.2.1	-0.592465894	0.085427216	1.51246669	1.571211501	-1.469174028	-4.41E-10	2.696858735	1.382927766	-1.451066784	0.826630348	0.900136399	-1.325970469	1.89E-11	1.97539366	-1.536494	-0.685836342	-0.671075102	0.143203559	4.60E-10	0.729462248	-0.541213926	-0.541213926	-0.682400168	-0.682400168	1.71776594	0.693296358	-0.906618315	-0.906618315	1.013279293	-0.906618315	1.013279293	1	0.002865483
Solyc12g010210.1.1	-2.120927675	1.368968883	-0.685576478	1.632499657	-1.584681192	-8.75E-10	3.466798916	-2.131591212	0.365240836	0.047825169	-0.368524798	-0.756977466	-8.88E-10	-0.010663537	-1.003728047	0.733401647	-2.001024455	0.827703726	-1.28E-11	-0.645497224	-0.645497224	1.290994449	-0.645497224	1.290994449	-0.645497224	0.764968075	-0.689548688	-1.449129664	0.651838994	1.120516618	-0.398645335	8	0.011247157
Solyc10g085080.1.1	0.888489149	-0.877890815	-1.097284447	-0.982144834	0.630724351	-9.00E-10	2.031393633	2.236393684	0.6563201	-0.234574582	-0.243112141	1.027534318	-4.40E-10	1.347904535	1.534210915	0.862709865	0.739032693	0.396809967	4.60E-10	-0.216302973	1.081514864	-1.18966635	0.98881359	-1.096965076	0.432605946	-0.583373149	1.850484719	-0.784103695	-0.181912057	-0.671192763	0.370096944	4	0.003901002
Solyc06g074420.1.1	-0.126853123	0.142595689	1.300848541	-2.42134096	0.057867377	-4.28E-11	2.755879687	-1.622733317	0.436777237	0.312473797	-1.779817118	-0.309090194	-1.17E-11	-1.495880194	0.294181548	-0.988374744	0.641523842	-0.366957571	3.11E-11	-0.669839736	-0.638924056	0.103052267	0.041220907	1.896161715	-0.731671097	-0.571962016	-0.476635015	2.001867061	-0.381308012	-0.031775668	-0.54018635	6	0.007654685
Solyc01g112300.2.1	0.902032576	-0.738881939	-1.539041542	-0.493587863	-0.734261566	-4.46E-10	2.123917885	2.532193747	0.30600274	-0.661196904	-0.00082439	0.103845623	-8.85E-10	1.630161171	1.044884679	0.877844638	0.492763473	0.838107189	-4.39E-10	-0.404601663	0.539468885	-0.809203327	0.899114808	-1.348672211	1.12389351	-0.136043405	1.70054256	-1.173374366	0.085027128	-0.782249577	0.306097661	7	0.00369356
Solyc10g005100.2.1	0.050886436	-0.251990448	-0.238589524	-1.782920785	0.251515683	-2.13E-11	1.834415504	-0.611652282	1.976029125	0.470683217	-1.340495213	0.314825752	-1.25E-11	-0.662538718	2.228019573	0.709272741	0.442425572	0.063310069	8.77E-12	-1.32502271	0.931714726	-0.384272531	0.245020244	1.272935977	-0.740375706	-1.247708814	1.570797458	0.381537924	-0.604551047	0.429418885	-0.529494406	4	0.001177747
Solyc09g082460.2.1	-1.551300871	-0.707742526	1.304364895	2.501963291	-1.162900173	-4.22E-10	3.495848792	-1.171019762	-0.487885108	-1.037613241	1.117925767	0.05365623	-4.08E-10	0.380281109	0.219857418	-2.341978136	-1.384037524	1.216556403	1.40E-11	0.150407264	-0.62311581	1.955294444	-0.365274787	-0.62311581	-0.4941953	-0.596326207	-0.577691013	0.596326207	1.788978621	-0.503150237	-0.708137371	1	0.006314655
Solyc03g020060.2.1	0.163387239	-1.922747233	1.476433152	0.413511912	1.062158069	4.54E-10	2.683780734	-0.961818171	-1.766905818	0.191623284	1.238743555	0.892053265	4.05E-11	-1.12520541	0.155841415	-1.284809868	0.825231643	-0.170104804	-4.13E-10	1.630102053	-0.626962328	0.877747259	-0.626962328	-0.626962328	-0.626962328	-0.458388556	-0.458388556	2.030006464	-0.196452239	-0.458388556	-0.458388556	3	0.003411478
Solyc03g083730.1.1	-0.342043638	0.421623217	-1.533607736	-2.121657373	1.719714528	-1.39E-11	3.178924463	1.022100042	1.730380055	-0.384287432	-1.074366361	1.424417181	-2.00E-12	1.36414368	1.308756838	1.149320304	1.047291012	-0.295297347	1.19E-11	-0.93502038	1.319514742	-0.830158281	1.162221594	-0.14855464	-0.568003035	-0.570710464	1.660787197	-0.715527421	-0.579926088	-0.62073814	0.826114916	4	0.00249611
Solyc09g007640.2.1	1.138006945	0.749284736	-2.077471819	0.002242575	0.210612704	-4.38E-10	2.49333899	-1.257856298	0.291648621	-1.455229859	0.42047353	0.261586711	3.28E-11	-2.395863243	-0.457636115	0.62224196	0.418230955	0.050974007	4.71E-10	-0.493657479	-0.427836482	1.949947042	0.098731496	-0.312649737	-0.81453484	0.455275525	-0.520314886	1.235747854	-1.040629772	0.91055105	-1.040629772	7	0.003480782
Solyc03g115660.2.1	-1.192184117	1.317517251	0.504167803	-0.822914962	0.912155737	4.35E-10	2.218232849	-1.018542546	-0.186321623	1.328565713	-1.627399375	-0.734795637	-1.72E-11	0.173641571	-1.503838874	0.82439791	-0.804484413	-1.646951374	-4.52E-10	-0.13156163	-0.645848003	-0.765449485	-0.358804446	1.961464305	-0.059800741	0.381652158	-1.439242476	-0.611563097	-0.418437908	0.878259786	1.209331538	8	0.005474848
Solyc04g054990.2.1	0.407201516	-0.353894204	1.069504963	1.842420082	1.361498858	-4.27E-10	2.585166522	-1.734697789	-0.400515329	1.931310677	0.94282603	0.846362942	2.05E-11	-2.141899305	-0.046621125	0.861805714	-0.899594052	-0.515135916	4.47E-10	1.137374291	0.528313819	0.126887598	-1.368079016	0.639052087	-1.063548779	-0.156498448	-0.693064554	0.457300659	-0.695774484	1.810910608	-0.722873782	2	0.005652174
Solyc10g080930.1.1	-0.727416607	-0.978921646	-1.176002546	-1.460073104	-0.338122596	-7.60E-12	2.261978085	-1.145821231	0.783868241	-1.64576044	-0.323928418	0.183539187	2.17E-11	-0.418404624	1.762789887	-0.469757894	1.136144686	0.521661783	2.93E-11	-1.004074705	-0.399210425	1.70571727	0.471794138	0.060486428	-0.834712706	-0.980443418	1.293781006	1.217973525	-0.252691603	-0.646890503	-0.631729007	4	0.002333513
Solyc06g059850.1.1	1.576981314	-0.251201752	-0.094458028	-1.600983487	0.850915913	1.20E-11	2.417871113	1.013647199	-0.048582997	-2.172070087	-1.63430424	1.258352372	9.40E-10	-0.563334115	0.202618755	-2.077612059	-0.033320753	0.407436459	9.28E-10	-0.398409537	-0.597614305	-7.44E-11	1.992047682	-0.597614305	-0.398409537	-0.612245952	-0.612245952	1.725420409	0.723563397	-0.612245952	-0.612245952	7	0.001951182
Solyc05g015510.2.1	0.374981229	1.814838898	0.953025601	0.727824126	-0.040064982	-4.00E-12	2.207677989	-0.681989406	0.011589549	2.472093882	0.750942258	0.733271761	-4.39E-10	-1.056970635	-1.803249349	1.519068281	0.023118132	0.773336743	-4.35E-10	0.944862576	1.111954063	-0.845403357	-1.251196969	0.562939177	-0.523155489	1.773241944	-0.60517497	-0.470398012	-0.71616776	0.623673769	-0.60517497	6	0.00160756
Solyc11g006990.1.1	-2.123916425	0.906121711	0.173941706	0.101242714	0.561863035	-4.46E-10	2.385010149	-1.457155933	0.328070743	1.208500107	-1.519750035	-0.521809099	-4.64E-10	0.666760492	-0.578050968	1.034558401	-1.620992749	-1.083672134	-1.81E-11	-0.402698301	-0.365629838	-0.409438022	-0.409438022	2.040450389	-0.453246205	-0.077403511	-0.721074811	-1.454371229	0.093698987	1.177348138	0.981802426	8	0.002461931
Solyc06g071030.2.1	0.048315385	0.620178149	1.594613197	1.758809503	-0.715027414	4.57E-10	2.556251481	2.33289455	0.288244506	0.340896218	0.568697817	-0.619489215	1.18E-11	2.284579165	-0.331933643	-1.253716979	-1.190111686	0.095538199	-4.45E-10	-0.311180396	0.733119916	-0.944089676	0.068565172	-1.070671531	1.524256515	-0.331496772	-0.447520642	-0.878466446	1.508310313	-0.82874193	0.977915478	1	0.004045971
Solyc04g051820.2.1	-0.124932967	-0.188042156	-0.763878755	-1.777374412	0.426757109	-1.68E-11	1.993905786	2.201680015	0.537016426	-0.616038467	-1.426583842	0.040539803	-7.37E-12	2.326612982	0.725058582	0.147840288	0.35079057	-0.386217306	9.38E-12	-0.783471014	0.199428985	-1.296288405	1.331900724	-0.334755797	0.883185507	-0.591818751	0.954745929	-0.938249239	0.286629987	-1.024856861	1.313548935	4	0.000374062
Solyc08g079200.1.1	1.45902713	1.025499125	1.852309739	0.042647353	0.364065539	-1.85E-11	2.597272127	0.299425429	1.801170588	1.075633967	1.27806364	0.212742394	1.75E-11	-1.159601701	0.775671463	-0.776675772	1.235416287	-0.151323145	3.60E-11	-0.689813725	1.936559212	-0.04494537	-0.783612759	-0.396691746	-0.021495612	-0.657344667	0.209345435	1.942725641	-0.544298132	-0.443812323	-0.506615954	6	0.002802063
Solyc09g065620.2.1	0.804800399	1.902919926	0.034488331	0.053742014	-0.436413973	4.40E-10	2.112662475	0.660541591	0.80116389	1.450193312	1.24008431	1.172670646	4.69E-10	-0.144258808	-1.101756036	1.415704981	1.186342296	1.609084619	2.89E-11	0.406022201	1.847815322	-0.737468896	-0.588317883	-0.687751891	-0.240298854	1.779939629	0.614395405	-0.48338462	-0.673124377	-0.591807339	-0.646018698	5	0.002584619
Solyc07g007750.2.1	0.777407094	-1.476980774	-0.136235488	0.934163904	0.934751345	2.01E-11	2.133264255	-0.862356565	-1.851319737	1.436208283	-0.231935657	0.836253746	1.12E-11	-1.639763659	-0.374338963	1.572443771	-1.166099561	-0.098497599	-8.90E-12	1.767723825	-0.668562216	-0.657230653	-0.521251897	0.640233308	-0.560912367	0.357246116	-0.47255611	-0.496620804	-0.631984709	1.892659557	-0.64874405	2	0.002428614
Solyc07g026930.1.1	-1.357447254	-0.464370691	-1.273693217	-1.216898113	1.238788447	-4.48E-10	2.587669884	1.093016401	0.106675055	-2.078654882	-1.837034762	1.092760623	-4.44E-10	2.450463655	0.571045746	-0.804961665	-0.620136649	-0.146027824	3.91E-12	-0.566138515	-0.566138515	-0.158518786	2.015453121	-0.430265274	-0.29439203	-0.800636494	0.375808967	-0.898673616	1.111087379	-0.931352656	1.14376642	4	0.003182553
Solyc01g005440.2.1	1.762099624	0.234119806	-1.418444058	-0.602401794	-0.520625354	8.94E-10	2.409508123	2.056158858	0.779903963	0.4044033	0.384153409	0.772769262	4.61E-10	0.294059234	0.545784157	1.822847358	0.986555203	1.293394616	-4.33E-10	-0.127936578	1.421259074	-1.155150992	0.396836003	-1.082576061	0.547568553	0.67412984	1.702985414	-0.930739945	-0.698885168	-0.298573404	-0.448916736	7	0.003900309
Solyc10g018260.1.1	0.118464486	-1.086522607	-1.488154608	-1.684803912	0.53245633	-7.27E-12	2.555629729	2.245249673	-0.48141714	-0.758187362	-1.305822852	-0.258595806	-2.05E-12	2.126785187	0.605105467	0.729967246	0.37898106	-0.791052136	5.22E-12	-0.253037507	-0.535497979	-1.171034042	1.265187533	-0.50019042	1.194572415	-0.507121926	0.900709092	-1.120209627	-0.098396792	-0.666070589	1.491089842	4	0.001114988
Solyc02g063480.2.1	-2.842129328	0.529807444	-1.39045752	0.635411462	1.758739846	1.82E-09	3.713311289	-1.230070174	0.110492982	-1.046217732	1.01446765	-0.28322942	9.35E-10	1.612059154	-0.419314462	0.344239788	0.379056188	-2.041969266	-8.89E-10	-0.379727347	-0.415326786	2.041034489	-0.415326786	-0.415326786	-0.415326786	-0.40824829	-0.40824829	-0.40824829	-0.40824829	-0.40824829	2.041241452	8	0.020382438
Solyc12g088820.1.1	0.887960191	0.769323657	1.992096291	0.111108824	0.77542837	-1.50E-11	2.44180551	0.420126749	1.864104124	0.645396195	1.048028716	0.792550589	4.68E-10	-0.467833442	1.094780467	-1.346700096	0.936919892	0.017122219	4.83E-10	-0.664036808	1.992110423	-0.047431201	-0.355734004	-0.592890007	-0.332018404	-0.99462917	0.345075426	1.776123518	0.010149277	-0.781494348	-0.355224704	6	0.002016735
Solyc01g081040.2.1	-0.980764863	0.19677966	1.282277919	-1.773551013	-0.259404823	-3.31E-11	2.420254671	-1.567199755	1.73708742	0.948446905	-0.335034402	-0.190074215	-7.79E-13	-0.586434892	1.54030776	-0.333831014	1.438516611	0.069330608	3.23E-11	-1.081512339	0.837299875	0.383762443	-0.697749896	1.360612297	-0.80241238	-0.922228811	1.093806264	1.436961171	-0.579073905	-0.621968268	-0.407496451	6	0.006203653
Solyc08g061270.1.1	0.166708062	-1.177711789	-0.30049825	-1.570080581	0.157557281	4.33E-10	1.998767911	1.502198115	-0.18440814	-2.134358048	-1.352660615	0.986419311	1.14E-11	1.335490053	0.993303649	-1.833859798	0.217419966	0.82886203	-4.22E-10	-0.356551917	-0.571678213	-0.117522699	1.926177115	-0.906319118	0.025894832	-0.860649035	0.605230612	0.605230612	1.138277756	-1.493642518	0.005552574	4	0.002899172
Solyc02g090070.2.1	1.294042185	0.930335712	-0.130862425	0.956506675	-0.774369213	5.88E-12	2.017857127	1.81650816	-1.32625169	0.21761254	0.291157038	-1.28323372	1.37E-11	0.522465975	-2.256587402	0.348474965	-0.665349637	-0.508864507	7.82E-12	0.413378959	-0.727705451	-0.67223607	-0.093769668	-0.735629649	1.815961879	1.186721462	-1.554561325	-0.68751022	0.074443782	0.162024702	0.818881599	5	0.00053442
