"","genotype","gene","Ambr","Aother","Bmbr","Bother","Cmbr","Cother","Ambr.1","Aother.1","Bmbr.1","Bother.1","Cmbr.1","Cother.1","PC1","PC2","PC3","PC4","PC5","PC6","ssom.unit.classif","ssom.distances"
"326","tf2","Solyc01g090910.2.1",14.643484735546,3.66224760529751,35.5868304724909,15.4828270036126,16.99966847752,11.7361177528065,-0.161946640332419,-1.20291914374624,1.8233895092345,-0.0823807215158966,0.0614091126937553,-0.437552116333696,-1.47737803513823,-1.12987137082713,-0.800676012098425,-0.882712606194025,1.26222076688762,-8.32667268468867e-16,12,0.049928617568854
"354","tf2","Solyc01g095160.2.1",10.1489063743728,4.58428414792094,35.5519043271634,4.46842518052392,3.11409521504836,7.77880432077298,-0.0642577679770956,-0.515642084303691,1.99635199076975,-0.525040192326229,-0.634899097507758,-0.256512848654973,-1.61212390143436,-0.105360836008321,-1.32162560533079,-1.10980063362245,0.757109642172397,-1.02695629777827e-15,12,0.0468315557301487
"360","tf2","Solyc01g095680.2.1",23.6695593694764,21.4251214765062,102.488485463627,20.3035563110211,19.7633673928145,18.0698189288216,-0.31727264816642,-0.384343626343753,2.03808879381392,-0.417859578366448,-0.434002149857578,-0.484610791079726,-1.57633026757174,-0.107581018082174,-0.955231278543868,-1.3766699704456,0.914574857770669,-1.4432899320127e-15,12,0.0229462785617875
"405","tf2","Solyc01g098120.2.1",0.898505537702085,2.50337815813348,627.786526360427,2.18089768801615,1.53113396710125,1.92445355829118,-0.411804944845851,-0.405525004658901,2.04123663899299,-0.406786885532195,-0.409329440779913,-0.407790363176131,-1.49108045278949,-0.178470557951696,-0.975082868582964,-1.44851513107995,0.885883042302609,-1.38777878078145e-15,12,0.0420857834807978
"419","tf2","Solyc01g099000.1.1",5.52477619441272,9.18913057782807,40.3236240836175,3.37309606621571,3.99120561759922,10.8165703311106,-0.474180686119462,-0.213999437872714,1.9966522994509,-0.626957072627208,-0.583069255619098,-0.0984458472124208,-1.36479259624196,0.00830159063475032,-1.20770182736618,-1.5472624784379,0.489196058154493,-8.18789480661053e-16,12,0.0480478588987893
"422","tf2","Solyc01g099210.2.1",0.481241290555417,1.38777878078145e-17,5.42785390990539,0.536910444783175,1.79986582268394,1.5859947554464,-0.584197999610853,-0.82710403997747,1.91259956987259,-0.556099051973969,0.0813763601036909,-0.0265748384139912,-1.34850392968878,-1.02127416511914,-0.888497286605092,-1.46592872971543,0.566646894995106,-9.85322934354826e-16,12,0.0503691147946051
"447","tf2","Solyc01g102990.2.1",19.0432577035961,11.9012850360348,81.4755419083629,15.8952725590306,21.4020493524262,12.9527399040583,-0.300244049485642,-0.566012470158972,2.02299776961181,-0.417387460573486,-0.212468254143503,-0.526885535250202,-1.64932234360119,-0.40650605677846,-0.816403071802334,-1.32499034463566,0.95513536003619,-1.99840144432528e-15,12,0.0484296223399792
"495","tf2","Solyc01g107640.2.1",20.7265337276789,13.349709946818,194.624643797445,20.989843809726,15.4716478704641,19.2687987588198,-0.369580955655233,-0.471772494430856,2.03943896756815,-0.365933306848799,-0.442377173619974,-0.389775037013289,-1.47981424903943,-0.208928315770746,-1.03945689301036,-1.38403788651969,0.933769421876927,-1.08246744900953e-15,12,0.0536164186444838
"512","tf2","Solyc01g108530.2.1",5.45223909756715,7.44070990119904,54.0117498424787,4.07172083769299,0.42123850486677,14.2481874271732,-0.44114839724603,-0.341714720487694,1.9870746805751,-0.510181347672351,-0.692724073284054,-0.00130614188496821,-1.25492286169967,-0.0403882027803888,-1.3931874359737,-1.4464321804868,0.583286052829091,-2.63677968348475e-16,12,0.0645348871652563
"526","tf2","Solyc01g109850.2.1",206.468721799425,117.481115481312,255.40123333284,176.964870147067,121.853751251301,111.770338374031,0.711600391474916,-0.815052805074098,1.55107656392764,0.205438339260998,-0.740036758999832,-0.913025730589625,-1.68649294135794,0.0618771532797629,-1.01674552106771,-0.00109312254246589,1.65810858873624,-1.11022302462516e-15,12,0.056437352039322
"551","tf2","Solyc01g111680.2.1",23.8545115966378,19.0375941334654,60.0035120176709,25.3433384337078,33.9687057387475,25.6140438440458,-0.501165616269151,-0.825241203190037,1.93088945164854,-0.400999392800323,0.179303465440476,-0.382786704829504,-1.50289570651174,-0.972871137161933,-0.61344718204512,-1.39423213867841,0.878654547099916,-1.52655665885959e-15,12,0.0405045762587878
