gene	PI1	PI2	PI3	PI4	PI5	PI6	PI7	PI8	PI9	PI10	PI11	PI12	salinas1	salinas2	salinas3	salinas4	salinas5	salinas6	salinas7	salinas8	salinas9	salinas10	salinas11	salinas12
gene2213	209.379513	183.5418011	294.809613	59.09300801	37.31632013	55.63082424	180.7669057	214.2327552	229.9110762	92.52057848	197.4988155	81.53566186	334.2152675	385.6789178	325.4909421	163.5760251	72.27055591	183.9920267	172.9788573	191.9966292	264.3760695	163.1908982	223.9178832	177.4299151
gene2214	31.04911675	103.3159134	102.9988268	9.182314301	14.2830875	15.27821608	68.4813951	84.8215312	89.32525008	28.44035004	45.76394765	30.62599587	120.1203002	121.4503569	159.6047345	27.22617487	28.80628861	32.68548825	68.87990124	68.87263376	71.45060421	61.54865077	68.84910341	66.32663766
gene2215	208.4690688	820.5339175	802.8911932	130.1290747	109.0072684	122.3806118	682.3365893	1038.439586	627.2879787	262.833517	298.4499509	144.4670564	1262.742741	1540.445124	1357.853412	643.2774734	1079.592818	390.2063899	819.5754061	809.5125329	813.5480939	871.5344425	714.8111142	679.9619433
gene2216	299.3629829	470.0396547	523.2354509	75.77595787	77.19930704	70.99172463	367.7733949	522.7875858	459.5427491	161.1135237	248.0180167	180.6263486	659.7774195	790.8865073	783.4342346	165.7228585	173.1389991	215.5375093	318.818252	370.7375005	444.4273174	265.8664858	364.9209888	306.4804403
gene2217	14.16051348	25.723345	21.70033239	6.053249536	1.830574329	7.074243174	16.37793551	37.4388833	29.29627768	14.56570566	7.918203426	25.70863516	93.75754839	125.8080752	84.28218263	12.76661304	29.55668205	55.53084837	78.54901883	78.54243597	76.3057722	60.40931129	69.81759616	53.75416362
gene2218	113.8209975	307.5900456	302.3485948	58.4195689	55.3644223	46.25115464	264.9418462	368.9424617	243.7939589	251.0379061	195.8005673	197.0158962	101.87051	170.6636663	128.7184462	122.5177659	111.8140289	77.4029244	138.115426	123.7201558	124.1919193	172.524095	162.5184369	172.901775
gene2219	26.93029861	64.04346419	108.1868064	11.32907031	9.389253922	14.71613268	57.50706066	90.90911297	99.84250937	50.19302837	29.26577218	68.59760009	107.1135246	113.5560194	115.1415021	44.76704128	46.45864403	120.3226805	97.12577576	105.7578795	77.3775813	62.41906357	90.34484117	85.13838952
gene2220	172.6596187	223.4280096	449.5477047	46.2941135	23.84679914	35.41149567	192.5678359	292.2176915	336.9183761	68.60643731	155.2571489	0	646.7634279	808.1374574	604.5443135	168.7208437	48.97930586	384.342568	409.3657422	394.5253306	583.8494553	352.070327	580.2203947	347.7748115
gene2221	335.2860177	1695.676615	1166.681247	220.9523811	49.06415112	185.9783939	1180.576406	2364.03277	1049.231448	373.6670417	345.6370295	0	2838.201043	3991.36448	2991.481336	696.3999546	1244.94734	1336.534186	3083.178295	3176.897092	2658.681522	2652.887139	2303.649065	2113.685793
gene2222	31.69088296	105.369681	90.81964643	14.90843122	5.581158524	18.20244407	89.60473811	150.5017404	82.14189795	64.35512314	34.03822026	56.84550851	270.739909	348.7344708	306.3992583	50.8656634	140.9025696	122.652816	136.244716	208.9673214	160.5186331	123.5284433	169.2356901	115.2863646
gene2223	603.4625213	2011.057842	2247.415982	247.9905993	125.6108017	200.8362011	1566.666315	2596.764102	1823.078641	654.3453794	659.9639642	370.1849932	4144.256451	4819.578577	4723.000713	1896.023743	1784.042328	1322.199371	3061.196799	3459.884263	3916.174197	2923.04376	2942.485092	2646.165827
gene2224	181.5356747	178.8802853	167.0056015	399.2189213	292.7885601	307.8451895	100.9425873	96.44500757	89.8625745	132.4329297	123.894583	72.85046498	107.8922051	120.0969363	112.2205065	117.4342509	103.855281	91.70253645	228.4662669	194.8341013	202.0168642	282.6285792	204.4622507	291.4564741
gene2225	398.6524116	221.7402147	258.0857847	634.5138542	482.3896656	767.8724537	191.4977262	159.4414291	179.70369	118.8915478	141.4981453	19.5379136	216.1862019	238.0831256	227.0940406	199.5472247	191.4059804	238.1782377	418.7145853	437.1367243	421.6393	495.3823339	388.8667608	489.2228984
gene2226	317.5538339	162.9407889	224.8219762	107.7718259	207.8933005	191.5426785	96.4665515	116.3423888	96.64375768	0	64.06213547	0	95.71582665	113.8973909	107.1159255	1.360304846	35.1948502	98.00553701	232.0948328	165.9581481	190.3322916	256.4889189	376.2489269	271.9338753
gene2227	330.245275	138.2232258	237.9115693	214.8047786	180.5941643	258.0978786	138.358902	146.2941259	115.8946943	0	77.60017671	0	346.264213	540.779502	380.7315323	2.616771867	25.01070757	196.0043423	678.6836995	704.9582577	653.8797812	1001.922533	753.0674945	1016.88661
gene2228	572.1091166	324.169471	525.5175886	303.4418401	259.7898171	337.5430471	264.6375059	290.2083948	192.5733582	17.73044023	142.4615204	0	526.5190851	991.2528116	598.3542052	73.61564466	169.3337696	372.427743	1460.686217	1156.620702	1083.613826	1362.570383	1128.499095	1441.221417
gene2229	72.4176329	43.25346987	58.53432005	84.42120471	38.26255159	88.57435746	32.02056943	27.44072073	33.87543704	12.71517395	19.14824439	0	42.764704	34.15760856	42.86752626	18.60013206	14.12718905	45.23826593	113.5629543	84.3725039	75.77072016	206.0170082	108.8662918	190.6376076
gene2230	392.3487564	168.2897365	318.9141206	83.8012994	53.38117926	87.548498	167.464812	192.3374969	143.9723476	0	99.57864568	0	404.8532743	910.3632123	466.5017123	0	0	63.12216854	1523.013046	1353.630783	1662.21837	2079.520647	1267.885048	2222.61839
gene2231	237.8085036	142.3897405	216.0342613	112.9470412	78.4467925	116.1181319	37.22059819	43.91241245	53.63802842	0	27.4656145	0	302.1261421	298.3800793	292.5046574	83.93122761	88.70357488	110.2721118	201.1765582	246.4040085	241.0024946	311.3214782	226.7273072	265.3077121
gene2232	134.2250614	95.41968873	115.1854986	90.92566448	93.53671224	84.74369677	35.84154651	34.54959246	24.90045718	0	8.145808826	0	122.8494868	142.018638	152.6474623	4.766323741	20.79210769	36.12977696	98.54440429	119.3421829	100.0778949	137.6532225	94.430048	140.4391181
gene2233	569.5070494	295.03267	212.3365284	357.6235961	295.6339786	321.0589411	139.8073032	130.3608771	112.833864	0	41.65565445	0	1550.491069	1455.673462	1456.412493	304.9318478	495.1007688	738.527133	1188.644117	1359.406049	1371.492644	1477.660233	1087.071597	1396.02045
gene2234	249.4187366	28.73935816	57.16582012	227.6706755	320.7927709	582.0470829	32.87890561	17.41543993	21.02595945	0	32.21362304	0	18.42765224	25.12436945	24.59981808	0	0	15.06021799	31.99838995	41.5269108	44.41155689	53.1304131	70.5402091	70.60791575
gene2235	475.3178668	147.2338354	426.3668783	165.8714185	331.9635965	373.1318279	133.6107987	121.5649692	136.7614577	0	89.36219443	0	175.8128218	328.7326201	171.5807736	0	2.874667393	111.6891536	214.0177576	158.9030222	164.2622648	179.6223271	265.3497427	263.6737839
gene2236	149.4393166	84.81959765	139.6938235	144.7874375	168.9785826	144.3908688	54.19259839	64.94608141	48.35890052	22.38437173	64.02922994	0	118.4553902	136.0558103	153.0225848	42.19577111	50.75519055	52.45342201	121.3743589	151.2255919	199.6800857	275.0650686	229.3499865	275.7097511
gene2237	450.9820087	226.6442329	420.4268558	347.0534707	342.2909611	383.7435805	155.8383918	169.0919297	167.8908717	52.28911776	138.7140091	0	213.9946438	352.634217	233.567029	61.53806496	31.12840625	103.5843759	274.1718643	206.5395129	304.2085258	276.9080879	312.181236	231.8369824
gene2238	723.8487167	290.9925667	393.9708905	480.4313209	429.4979864	562.7165495	212.388563	203.1258913	220.772686	13.56667677	155.1290823	0	646.873145	765.3528046	636.1557448	93.25050402	175.6917778	359.3033868	636.2320614	659.3275459	681.341312	668.6903149	614.6746867	673.4474068
gene2239	284.1865564	139.413099	240.0541488	123.8303669	214.7300947	186.8604504	104.3832482	115.3291543	101.5470273	0	60.77621518	0	98.65348395	120.0224325	118.1022302	11.68431331	38.85100333	88.76155406	239.0118982	149.4971086	192.6180605	218.2557145	337.5314419	285.2286647
gene2240	228.0652026	149.6097752	245.6712429	97.32652966	343.2686039	116.904272	123.462865	109.1525808	76.77459296	0	58.35977033	0	87.84180855	124.4880242	90.1792914	0	2.957034109	21.92395949	97.55819889	112.6542954	124.5346924	209.7168143	124.0054482	140.9394373
gene2241	88.43893013	77.28463363	93.18684797	89.45399547	142.8202749	115.8148974	35.01946885	40.50785049	53.4577953	20.42464133	31.52622666	18.9272703	21.70688706	29.94971413	29.03010996	1.226485029	9.256460437	15.84811325	62.45586018	63.69494669	42.51475739	69.1374407	60.63936984	69.10879112
gene2242	303.0305569	141.5867899	356.5020827	146.4395105	224.7213083	244.8111394	104.2377241	160.6572001	115.8618625	4.155031507	79.08488717	0	101.1400376	184.9358713	134.9251136	18.49679339	34.79326713	103.7988062	223.0164758	202.1543533	229.5960287	200.1556187	189.0828179	185.1622721
gene2243	856.8439714	449.485154	714.4104275	309.2140223	564.3892886	453.4284569	337.4429615	336.6527427	404.5081653	9.877860188	217.2888929	0	325.6123712	427.3917044	349.3652147	26.63196366	45.79222263	199.4513075	356.0278555	371.0231481	419.2330251	498.2672029	425.4082882	500.3299478
gene2244	716.2632075	323.6362141	466.9725253	451.2913345	581.5971348	729.7353364	266.445975	285.2785473	256.4162716	49.57098656	219.9468061	0	290.2922187	362.4677548	323.556577	78.66167252	129.8194598	187.3137596	378.8844995	335.1064598	286.9191068	395.7717366	406.2101306	433.6203609
gene2245	137.4932816	83.51581398	109.1304713	126.3087478	111.4939664	158.7731994	56.47553801	71.82851705	52.8769887	13.78369941	58.13197029	0	47.92059464	78.85776322	54.8440385	16.49938389	33.37041464	53.27310924	116.6061399	103.0363137	94.64158688	153.9388854	137.4310172	162.4250147
gene2246	1505.523756	1145.779673	1446.920724	1487.344407	1898.538207	1644.624749	918.8642322	889.0575057	805.1971533	125.692344	625.1853759	0	699.6170432	1237.05395	790.4690264	199.4940284	317.9646102	543.9858689	1416.999431	1167.675305	1088.503978	1566.620667	1161.62552	1636.763564
gene2247	328.5868674	292.4253336	354.0516067	228.9422621	287.5079114	258.6331633	206.0615016	217.9672561	197.8730022	41.25398886	107.42829	23.76757698	32.05515313	70.99544757	51.69292617	1.159285695	0	47.25525235	121.404821	92.77289141	112.8810408	149.8525454	146.1180213	146.2163431
gene2248	517.0264779	313.1497385	414.1297292	621.7627742	363.3475672	538.3218161	301.4873276	262.8565064	232.9876373	70.25369489	185.5227622	0	436.6594734	769.555256	584.7358501	140.3779451	88.07152019	168.8106987	771.8394783	732.7347096	838.4624914	1607.165974	902.7641461	1367.655871
gene2249	1223.626048	1136.01914	1422.674991	912.0530575	947.2668519	874.2001033	836.496112	892.7509134	841.7047631	151.1020874	444.967603	0	1255.823184	1436.823908	1308.906989	312.4765314	243.6298309	523.1381033	967.5720627	1144.322443	1453.765019	1604.305087	1247.623934	1424.850693
gene2250	179.0387477	57.64731798	99.32088416	43.22034214	77.09805419	80.69758669	29.13854812	31.43087647	41.83971468	0	34.59594207	0	49.78563218	65.7777424	51.01112932	0	0	32.65528691	70.19078664	52.81449332	88.08749946	51.10092768	115.0471982	103.7377621
gene2251	213.3684118	88.01045881	166.1391951	33.93954832	54.04532663	78.0638038	46.68347084	62.7337557	60.84427997	0	39.05378682	0	109.1935777	108.3387475	95.05611739	0	3.527542614	67.76860918	135.3605088	86.36951744	111.5573802	95.20596202	155.9437325	144.0036329
gene2252	682.2749548	438.8950532	1042.269588	172.9669991	381.6915149	232.3018262	256.8563962	305.2424727	267.7616431	16.19588511	216.9880489	0	273.7255546	609.0232529	294.4384195	6.387605303	21.12018408	131.3767254	344.3194785	349.2602349	323.63292	299.3839134	332.633048	367.2673202
gene2253	70.26216258	50.03503707	97.60130336	36.32562893	58.85058896	48.20117921	36.82135811	23.46783297	25.85594769	0	26.26033301	0	128.6646003	152.2442758	109.247157	6.435825376	16.68801663	72.47901963	120.7321576	119.5043284	161.8732512	175.6557971	173.1244633	196.8902052
gene2254	78.06433599	72.10677638	77.54585783	41.83929253	36.98168323	27.72063039	38.83279268	32.51968282	27.86629618	0	13.28938456	0	126.8845462	186.7681922	200.7546508	18.82210508	17.03035829	45.60167352	98.95133051	125.7395627	149.3978802	133.966937	117.9209238	128.4767518
gene2255	117.8943689	101.6357453	176.6861926	38.31945887	105.7624982	42.0127882	57.70434274	64.6648127	60.20673624	0	31.12316437	0	49.53797306	100.7586204	56.18182782	0	0	33.15032694	84.30710947	73.21011077	89.63098728	85.96805885	73.12322802	82.3333443
gene2256	120.3585298	54.06503496	133.8204094	27.62554796	30.61810683	31.5519306	37.93997082	43.5469947	51.40932355	0	24.2238426	0	81.52594221	102.8130306	91.34004837	0	0	36.84399945	134.0149103	92.95450105	88.38550381	88.19673353	173.8267536	135.7359304
gene2257	137.44603	311.6513975	469.6457136	128.7824676	174.6060449	118.010731	99.32654643	134.4995932	112.9935235	37.81196813	80.22513794	8.730883522	83.86265593	189.9824552	146.8475398	1.099428972	9.56872361	81.61565036	178.137317	159.463584	178.377717	188.9228014	165.7919845	214.5819055
gene2258	155.3087769	106.1017927	292.0749254	21.89972728	40.08905045	24.7566171	74.15108556	83.95083527	81.90147202	0	22.90626751	0	159.1000433	248.699711	183.1373476	0	6.420792841	56.43657857	153.2095419	142.2244314	173.2000523	106.9550507	196.3910105	104.6301047
gene2259	190.345886	190.4873508	320.5047845	57.49796273	144.8451739	87.40216608	117.3954704	121.2817503	110.6644994	0	45.19535347	0	119.4320708	218.8508068	129.9401628	0	0.174582575	50.62171929	209.8230265	186.7299282	180.3192395	182.764075	151.5338264	216.9425395
gene2260	70.59298311	68.27729755	65.76663729	27.93149584	39.11580594	27.09243983	40.87203912	37.52330209	26.05157792	10.1019453	21.39148949	1.172445777	62.01618667	89.61519192	79.63248673	28.00981817	26.13473204	20.08372262	76.44267783	93.66561408	106.0257696	179.5680816	138.1568198	189.0456756
gene2261	316.1409145	173.6194877	370.887116	109.9172723	245.3129893	169.2030615	150.5184353	143.6453106	160.4141235	6.719069057	97.35918967	0	200.3995578	215.018397	186.0350338	12.85127345	28.11240627	125.3258019	219.1615645	212.977588	188.5224718	207.2261112	230.2259788	250.5997719
gene2262	101.401671	83.47094089	90.80920319	34.87248524	72.33091895	54.63682443	55.83475386	45.50802706	49.68413889	2.609729612	31.28003725	0	44.02323853	34.97887238	54.17478433	7.232430096	9.249663219	37.40364602	59.980449	44.942083	59.75341866	67.44532395	64.42393247	93.28718277
gene2263	451.4922704	316.3663647	518.5055079	213.074314	361.9805944	447.760723	230.0757524	291.2188896	187.63072	0	210.6084835	0	293.7474027	944.6861108	338.4072365	10.83279896	62.76571965	170.6299003	441.6138796	321.4007544	346.9234792	575.0873106	579.3481751	604.9867737
gene2264	280.4109347	215.4219671	235.6890542	253.1611425	261.0276347	227.8656482	151.8556529	148.9839721	133.7440078	46.26764469	127.946049	0	211.9523328	288.3041834	251.523462	134.9245459	106.1678987	114.5017747	309.4950852	310.6965976	365.106841	487.5495242	360.0315318	527.56136
gene2265	492.1357289	271.5831024	413.4716006	276.449097	392.324658	329.8351394	240.2966288	251.8243267	230.2107514	82.32633058	220.5192244	0	250.2278771	337.6139585	275.7367195	36.91208091	61.15140137	177.0392791	427.865906	352.9740801	371.4590155	423.2978809	340.8859402	387.8983212
gene2266	454.1043151	314.3505121	430.3963822	258.9957938	367.4535748	310.4579856	249.9991111	276.050437	235.690343	86.58295774	215.8984024	0	237.13749	418.8915773	289.4823542	30.20868232	90.80733405	214.3022831	484.30347	434.2610407	371.5949527	451.3616555	402.1240895	436.3696002
gene2267	1788.469263	1305.309773	2268.826018	602.2173551	837.067658	809.0292513	1030.852595	1150.3523	1164.25543	57.13214987	591.970063	0	985.6502957	1352.064023	1046.377531	82.73937336	128.5305929	582.2948081	1131.976024	1205.027191	1291.06892	1532.54249	1460.934795	1554.526228
gene2268	174.1079687	143.1332047	150.7342591	153.6927478	160.8963573	227.3000042	107.1737059	104.3483279	94.37555845	46.75862276	71.92313051	16.55775391	165.8902309	237.1628505	149.5540577	70.86449639	72.04407715	83.19092107	197.8468005	186.7084715	209.6987027	277.8795205	210.7804531	259.9049067
gene2269	1761.57803	1347.756205	1481.038647	924.9691105	1720.431633	982.5991321	1049.004243	1194.407061	877.6037558	70.5263722	614.4798942	0	1089.534988	1573.886214	1282.863839	85.53152401	249.5950732	680.3668259	1779.564397	1748.936567	1616.511569	2079.194186	1579.444699	2311.067444
gene2270	1670.708454	90.21115205	170.9700938	5609.064089	4914.374861	5351.80782	229.6565196	138.1097273	234.8691416	33.76582813	542.517441	0	35.1137321	96.95267479	161.3328713	0	0	90.85525876	306.5133635	237.405421	423.7915022	334.0400701	310.300686	376.8751831
gene2271	382.3187375	60.85243662	110.7773853	628.7089519	835.2487266	1472.842343	137.3207845	84.42138319	117.7635685	10.61624637	106.7037671	0	52.92285038	59.40151457	54.72420456	7.189411229	19.57171421	30.84374528	133.8206596	120.6487505	141.1612544	149.5900576	119.8665049	166.539215
gene2272	2332.732395	282.2379572	327.7234107	7118.641703	6215.336686	6555.920286	426.7619421	306.828814	397.592388	212.5402721	892.9202927	0	90.64023669	174.2962652	300.6845894	37.04480683	0	245.3710417	588.3260706	442.6857469	693.7532137	604.9167189	469.4180858	554.6048121
gene2273	38.03057846	10.19274206	7.036931437	268.8666474	349.4555012	262.6574024	27.13580772	22.38262441	21.35231712	12.48606499	37.71390398	0.778880441	4.651885646	10.2273386	11.56170326	8.698418719	10.097328	13.16263097	42.03869075	30.23903219	22.8836969	22.17442327	18.66161559	25.39129835
gene2274	8559.758535	1108.990348	1210.192419	27315.64103	24403.87969	24211.61297	1876.158008	1507.793263	2004.268634	971.9473331	4487.910983	0	382.538426	623.9242752	1158.155422	460.5869749	0	746.7655791	2421.544798	1577.624585	3663.722845	3092.921566	2358.831709	3127.50859
gene2275	9912.772396	1711.960227	2375.276246	22205.0903	24877.68853	18456.30311	2857.342006	2178.49743	2535.720119	363.4257312	3923.386149	0	269.3758603	490.5218895	1030.75609	371.8628357	0	514.5877986	2239.406419	1438.835133	3135.419881	3407.710045	2396.665963	3610.780526
gene2276	10299.37254	1159.437266	1431.432807	32425.0669	27755.3679	29346.71013	2207.495482	1832.840957	2439.144103	1409.178325	5571.211618	0	472.9390599	793.6052616	1457.729574	558.3596659	0	938.159212	2859.816232	1967.692033	4281.825171	3654.6925	2835.779567	3680.753973
gene2277	99.95038874	41.58054475	42.29189914	133.0358437	177.257349	160.9484822	49.91258416	41.47924954	33.12322443	6.560894372	24.47409662	0	9.46737886	15.34180286	17.08266732	17.31084626	20.18593358	11.60400917	37.06373862	33.1701016	44.98615198	61.84962135	32.28827195	55.39782319
gene2278	1385.503526	195.8421585	244.7167997	3247.151792	2840.802205	3055.137957	279.4734745	270.5267375	267.2246317	196.4097114	614.9627654	0	77.68200025	138.1191595	197.9909991	67.77869856	0	223.5121948	403.2851013	290.5137326	419.9257769	411.1671427	304.4649764	362.0860442
gene2279	114.8054111	9.85322034	11.7659366	267.0617758	182.243157	266.4421462	6.5485896	22.34962086	20.52266533	20.46915088	43.03341722	0	4.793763626	9.060468402	11.08992355	0	0.11621964	8.973271224	30.22379164	20.82615703	33.95937762	23.88578261	22.25376252	24.52018798
gene2280	114.2461196	27.66884145	36.40373628	131.7777104	139.0165245	237.4481648	35.03410165	37.48192689	32.04183399	0.645796329	36.90846604	0	18.8719605	27.85635004	37.91825665	15.31890362	7.68992069	32.50735074	64.61802513	57.13524489	65.40271817	70.07843792	57.32733221	78.05547372
gene2281	300.9154887	101.0643704	75.17776663	1064.823772	692.9762056	1196.558825	158.3629377	99.82185002	131.9686502	87.97413786	152.9034535	0	74.2472471	78.25947006	56.62119894	133.6662745	154.2665182	131.7811598	313.7599695	233.2111836	236.6809457	366.0402417	328.4595431	371.258205
gene2282	163.9927529	43.50564007	19.1283386	597.7714797	370.1428	605.5275278	52.27002259	47.8017762	62.04932258	57.32545039	104.0243915	11.82336371	13.9192801	19.45938235	32.84139934	14.13880799	0	13.62397191	63.72167175	50.15060426	83.91691763	109.7777601	60.55449656	97.78997321
gene2283	353.7466239	263.637075	208.7416284	1000.025424	1200.267453	637.1017985	387.0455332	223.9277277	189.1589994	83.68416888	146.1291836	0	120.6725577	121.8157866	152.5361712	175.0824278	535.0238899	76.02496875	258.3121352	272.40039	256.399678	489.2358876	230.4894567	386.8979166
gene2284	404.3675624	39.25666631	36.52992297	1162.938497	671.3896145	1022.696228	57.57678932	62.20315095	69.45605056	59.7986447	249.2682346	0	19.13018186	17.32893632	48.06867619	1.945048759	0	18.86205951	118.6208981	66.72971449	142.470478	128.4413712	100.9890523	129.5589131
gene2285	641.4304571	130.464424	149.7609225	1507.806013	1491.178756	1390.349485	162.7184791	154.4886628	150.2107327	130.2282217	386.5238766	0	55.86758963	81.38516391	96.21577943	36.06359526	1.086110329	165.5482262	268.346787	177.8179329	268.5534652	250.4563571	180.1611077	246.2768897
gene2286	341.0354352	131.6641961	168.1235248	878.8405843	581.9109912	799.2288681	212.9801306	154.0735784	194.8551887	30.17702343	197.2666794	0	108.4067268	135.6533696	109.5826021	79.05860546	57.80513621	101.8925678	270.0592484	231.1491508	266.87806	313.6211964	248.3733718	314.9953552
gene2287	245.0896173	60.53893069	87.72752987	254.1517476	252.2892634	397.7576509	75.09479819	51.77224309	75.95430925	8.97696085	75.71734559	0	25.54212856	55.53347648	45.78706623	26.81395315	16.03682301	44.17508805	108.6468151	77.00938635	106.4616086	115.0856536	78.61603456	117.9745098
gene2288	173.2486353	80.5584008	50.27295518	1522.758659	1244.178488	935.2518632	222.9678593	151.4368979	112.563829	148.7784584	220.6222962	31.19393556	59.7873686	84.3964408	85.13955649	234.691601	308.5012449	75.18603306	361.8054505	222.9978473	243.7831649	386.0540531	280.9171864	414.3401911
gene2289	76.70920571	21.25081779	35.06539303	120.2843007	159.9089273	113.1568409	52.91333969	36.43522357	59.5618827	5.864779539	35.22771178	0	17.15117559	13.21482758	22.61585163	6.842843079	14.78663863	21.81401489	39.08150586	45.40624084	44.11178937	57.16588248	43.37050771	72.1617942
gene2290	252.6756482	24.08975332	35.8015805	365.7064681	215.7519904	405.141326	55.41448654	44.6933672	56.61552403	18.70214954	79.17355211	1.070130745	22.83610596	36.81214018	55.46232861	14.79052235	0	38.06140927	94.70544028	67.99582287	112.7890021	84.62445277	73.72441836	92.66240451
gene2291	333.6681273	118.1135182	155.9243919	337.7963675	376.3740845	387.0164958	151.3566707	107.4933724	164.974029	18.17146377	78.67724221	0	103.2289962	86.99623778	110.6417083	105.553971	121.217189	192.944132	224.749157	202.3897895	244.0466375	250.3272069	233.5162897	268.8529852
gene2292	6496.979659	440.5042991	788.1385683	10151.32204	11104.02718	9256.952962	1090.790629	661.2859207	1285.066546	480.696289	3312.81139	0	162.6457083	203.1489986	433.1777066	134.3324451	0	237.8147676	900.4760198	671.4345657	1462.811446	1177.825129	961.3629105	1231.384004
gene2293	59.75407075	36.50018545	40.27588854	88.93004771	109.3820978	78.70305866	49.9527433	33.41401448	26.38111681	4.103400885	23.11381602	0	20.04173705	25.61602737	30.46315328	30.88956073	26.75386346	7.244271371	57.72750725	49.03402044	58.20977153	110.3561784	37.34676156	91.33976328
gene2294	145.4463717	51.97760301	51.90171654	747.9974058	439.5305972	567.5231442	87.20026909	80.30142605	82.22865108	83.05058208	94.28277398	11.17016404	48.631528	50.72053018	48.63741584	155.9092249	125.2336071	58.91336398	147.9340986	154.2961656	136.6654249	281.8535233	207.9023952	305.0900795
gene2295	775.3136279	70.73299343	56.1931696	1644.621519	662.9269257	1646.61116	152.1126732	132.2145379	201.2580694	131.9128147	350.0330622	0	50.73254185	79.90614616	133.8315241	49.92813707	0	40.0865864	255.5663518	166.6527656	329.6352539	325.7290319	201.8442661	241.6780477
gene2296	176.9674585	98.80027979	70.73403185	1348.560408	1163.454225	882.1617653	224.956324	149.4164796	133.8832456	161.8777605	221.6507572	41.3182697	45.6636896	94.77972682	93.32034821	260.5269995	314.9024536	102.517039	359.0141856	240.953032	258.5849382	408.98778	274.62763	442.8605229
gene2297	73.47498254	13.3399402	7.210273258	985.9284026	364.6014072	872.930908	38.25286324	35.81789912	41.18609014	129.7027211	102.291889	78.10628874	5.955403203	11.42744355	12.28331566	89.3972766	7.767233475	24.07661835	35.34980154	45.96293852	69.14865361	53.57957686	62.47038053	61.70578825
gene2298	916.8581548	127.7075018	130.7431711	2281.043649	2038.392309	1820.206004	194.3912607	159.9268836	238.6855103	194.4497215	696.1673591	0	50.24392973	57.71517471	98.68711401	47.6406099	0	58.44817339	208.543198	150.9692594	326.4637853	257.3529644	211.6858802	270.1094475
gene2299	132.0357866	71.69296077	63.22548856	210.8811501	351.337789	375.8851156	90.53057167	121.3772159	105.3910275	19.40266445	61.37379882	0	49.53044733	68.64210882	43.71541118	81.24284168	92.4680126	172.142513	183.5142609	146.2951268	155.4652387	229.440829	215.4185586	218.8017836
gene2300	100.7555052	65.13395136	77.53078179	181.9028512	94.96091363	136.9478871	42.63240753	68.82721454	49.89509155	10.5745934	20.19121051	0	50.72404655	102.5057533	60.71144786	51.08139207	35.28868668	72.69824048	170.833157	184.0452717	154.2039236	157.571716	145.3619514	149.3663946
gene2301	75.86923019	12.01080112	28.17408202	142.7101183	111.8915951	192.4208496	25.1790465	29.4251268	36.93077744	18.9695571	36.15708307	0	25.60733963	20.6014187	29.9623504	25.81574486	28.09225716	36.29028135	61.90249353	49.36655926	60.78383878	74.34554927	61.24091386	83.59187448
gene2302	546.0828214	75.59159073	128.4738872	811.0465851	637.1314875	1254.723644	163.3827946	150.1432876	215.8602635	88.72035748	237.0415288	54.91862839	85.89347622	69.78520528	90.3044969	89.35724068	40.91665	155.4210226	222.5586547	166.8807301	213.1264122	209.5781146	263.2540974	243.874767
gene2303	130.722484	22.05058818	17.09486349	673.8132902	204.2046523	621.2281923	30.63766172	46.78236761	48.51006582	80.60700961	123.9098502	15.94159556	18.68438701	23.60041462	33.82721083	23.66320412	0	24.49131692	84.16159343	61.89330743	96.60640343	83.96610912	58.23303674	88.00577354
gene2304	47.24143354	28.89753487	22.76304638	87.45762841	77.15883281	62.56397105	29.15123497	37.46200735	34.07076336	1.380949213	17.516648	0	17.05429356	16.40199195	18.32808646	138.6896671	80.57363019	103.5328215	51.28601727	36.00220268	45.37078606	55.38358123	65.86620459	63.65925217
gene2305	161.6381013	82.0881158	100.0726949	356.5993875	282.3268336	383.8807232	99.59386265	81.0522443	89.18478123	49.44828339	90.9773732	4.485320172	43.23504277	41.43180331	48.33732737	74.8431135	29.7266188	65.37920026	108.8526147	83.18914482	108.116616	121.3990043	127.8401174	150.8590452
gene2306	80.55592312	19.44138863	35.84132487	123.5385597	109.7025334	215.2701205	37.95694209	25.41905712	39.74774599	15.07884906	36.46471084	1.376810063	24.52182286	25.86807169	42.72605205	30.71299838	26.70865917	50.95316604	81.542593	59.21217188	79.41586418	80.35461637	62.82600401	82.12041696
gene2307	643.7095194	485.1416458	445.7610452	1467.446125	2025.432442	1048.026554	773.9953368	497.1987927	425.8214155	110.9199541	463.5314879	0	281.3701906	384.295861	283.9143942	290.8441947	664.4858263	189.815771	886.031307	703.354206	696.876151	1420.908097	721.1689964	1294.659676
gene2308	667.7841772	394.4874533	269.0957075	2361.942519	1668.593319	2096.193929	533.6936684	345.2340109	486.1326778	338.4880544	437.0178058	154.0002217	180.9588988	140.857908	215.8943542	883.9216846	562.1291449	465.7459621	397.2095522	399.8112599	529.6314193	527.7407012	513.9116907	591.6141104
gene2309	121.7231788	38.70920945	58.58076274	200.1893388	157.9785885	275.539655	62.40945439	61.7649825	62.63502857	23.23655252	61.72720514	0	38.32756085	37.68708458	53.65307881	29.93059811	30.85075117	57.04599312	107.8037175	95.41034135	75.5394665	120.0707629	97.1174022	112.1892733
