gene	PI1	PI2	PI3	PI4	PI5	PI6	PI7	PI8	PI9	PI10	PI11	PI12	salinas1	salinas2	salinas3	salinas4	salinas5	salinas6	salinas7	salinas8	salinas9	salinas10	salinas11	salinas12
gene330	150.9357671	188.5742176	156.3217857	99.34458525	115.4665915	95.4398507	191.7981672	177.9575491	191.1495124	111.2265769	111.4067271	145.5476486	221.960878	173.5867041	211.3397156	131.6651905	192.7160491	250.8415369	215.4253841	174.0054322	205.7924487	154.1455008	220.8836632	169.6717135
gene331	34.52527309	15.91267	19.38914667	138.6140439	161.2847775	114.0686493	30.40872787	34.80349669	48.93966521	253.8268646	112.1040349	405.6573301	20.9124909	36.60912892	28.59687832	239.2405516	230.7329345	130.4144704	88.39137259	80.42565962	94.67739807	97.77268733	109.4953455	114.3949615
gene332	55.55964974	45.50672742	37.13263854	55.21857502	21.25245479	50.69472773	40.95109725	37.48577375	37.86588532	95.92401026	47.34238459	56.62531567	39.04185719	44.34038276	39.1037973	66.17867413	72.52639086	34.32364487	34.26135635	47.19558834	32.99485307	51.43010518	32.31284315	38.67380575
gene333	21.88709854	4.46250787	0	174.5225029	126.7624149	131.1839413	21.78547942	16.52811229	17.59839835	279.4213234	135.1959543	478.7613985	0.976829649	2.409329839	9.43514486	235.8693674	65.77291356	84.36504983	13.95480347	18.14042757	25.50796739	6.643083298	27.29377359	11.29583165
gene334	20.24433633	0	0	225.400046	250.0519312	181.9466077	19.46888976	10.61620556	15.91324092	358.1498422	257.5933047	661.4672292	3.742363308	3.043963641	9.064609776	371.1940489	219.6460933	78.72780933	19.56731022	21.99920786	31.51067921	13.51952697	39.52770593	18.5089462
gene335	35.27051735	54.96715957	55.58880002	36.83602576	51.96928284	45.20527327	67.37736195	68.79294939	57.81860989	67.61612573	43.74076993	54.59561894	77.00297106	67.4872833	69.04819705	48.76076434	175.4613249	98.5147092	89.87036586	93.59432779	84.90936224	105.5613037	67.61018572	75.96272992
gene336	74.55868105	167.783212	116.3334706	107.3082803	55.85027127	101.3867398	81.60290775	175.6952728	86.78710188	124.9264927	77.23909285	179.845168	131.3156286	194.9762612	166.2375113	63.09998346	147.5904149	144.5064341	169.7284604	178.3787334	105.4579775	110.0701388	104.9858032	96.62831216
gene337	256.1496068	320.2604219	272.8437622	437.6446841	342.4176954	328.358115	260.5994039	296.8024278	280.8053877	607.9510319	469.8915664	618.5531176	311.7539708	330.7898002	299.3852534	461.1238979	334.0651789	397.8341452	303.0195345	312.0543698	424.6496031	325.7229171	304.2804126	332.5188561
gene338	26.94091624	32.81286091	25.04485431	60.44456407	34.81727895	40.417146	23.98541585	28.52447405	19.03241125	78.38943645	29.25820738	95.18028526	82.84390689	54.1091402	68.97315044	129.1404893	245.443312	114.6374118	67.02393584	72.10338782	59.56094235	67.99156149	39.6604501	72.34333982
gene339	11.40357159	0	0	101.9440186	200.9256075	103.3486631	6.241162115	6.360536862	3.541303178	198.3255738	170.5291238	530.3290509	0	2.235481846	5.907068243	60.33407571	77.32035888	65.59197007	12.40472916	12.4013189	19.85153516	5.955934012	19.21312743	10.22489845
gene340	59.52023969	44.75480651	35.0351209	95.44476447	167.9634589	68.95033309	82.79323478	68.9779805	63.86464065	154.6929846	149.3731975	318.6100702	6.340702528	3.602251228	17.57411624	292.6571897	187.3981998	167.6297481	14.73420714	22.62529103	23.65504354	12.54569143	31.0289377	17.9928143
gene341	147.5266207	200.0083864	112.0121917	159.4194881	150.4884372	142.8197292	178.518078	189.2299966	187.3119302	218.5525396	152.22856	258.5843263	159.7382042	125.1028584	141.5436439	379.4743329	454.1807107	358.6391187	138.794376	151.9364035	153.5649706	137.3493683	153.6200244	138.0039824
gene342	18.23957939	8.282000771	6.487015527	58.41951169	49.37250953	35.80506141	13.43131219	18.31183621	21.53030815	88.89292613	62.90845044	106.8157151	5.769552323	11.11614194	14.49480191	107.6915671	57.2248165	22.79186027	21.87644388	13.38797368	20.57210007	19.16673482	18.36305809	13.1103568
gene343	85.16306403	39.40029926	48.66988328	63.15276422	68.8946906	53.89362149	37.91178941	34.50290887	58.17562778	82.05576212	101.6102774	121.8370619	28.24273392	22.8498088	30.70726434	86.79413771	51.82342895	47.86526061	23.24451532	26.06756087	31.72308814	20.41412976	31.01171143	21.24967483
gene344	40.06488748	56.36533546	28.89053761	77.46077526	112.9573267	76.8967225	65.25201694	59.81023534	56.54559147	187.9321131	91.10329816	185.3170601	55.3254291	34.80476962	50.08619456	109.4524468	185.4978639	65.69289775	30.61423906	56.84920036	54.3278341	43.3707953	41.59724689	31.93978037
gene345	41.89836014	22.75723074	11.24433215	105.5988491	111.8551406	55.21563866	36.62395026	30.61463919	41.91462791	162.8774226	110.1894733	223.5544094	18.89721423	16.1103109	21.31960157	326.8913214	169.9931001	78.57282805	31.09228977	20.16639166	36.12325671	27.36397431	45.78830702	36.06800712
gene346	11.32100896	0	0	148.4830455	53.36936016	151.6155525	0.448098702	1.27103693	2.616399718	275.9694144	106.95284	467.352737	0	2.225378201	5.867485226	90.44153779	131.5900488	81.52617772	12.31442752	12.31104359	19.70382434	12.64004351	19.07034846	8.452638827
gene347	340.3724214	650.5069266	477.823566	392.326036	652.9997642	297.3984951	865.6076828	725.1341261	562.6249491	833.7844484	453.0950749	607.8246762	599.8120332	502.1325287	594.6264135	976.7894027	1928.097173	639.3282283	719.8562875	654.7988867	711.3069061	886.2725893	574.0926503	753.5518208
gene348	12.5282466	0	0	138.9404072	110.5019018	137.5683761	2.29952554	1.303898179	7.164087739	215.0585138	116.8942464	527.2888996	1.024641731	2.373357492	7.903515447	208.9171806	136.1475905	96.71114595	13.63460839	13.63084018	21.86125363	13.30109466	24.1762475	9.331707638
gene349	266.5715216	388.897294	392.0657705	218.8450941	242.5247685	217.4375851	427.4826806	458.7761308	363.4705522	315.0444531	246.3791538	219.1139207	541.0717653	557.5372491	429.0338599	312.2467634	487.0745515	427.3368988	508.5117369	494.7838931	457.7764079	501.4691982	491.5368684	507.4397655
gene350	36.14008153	39.92138808	42.97776542	112.6515408	92.84065449	64.67623579	25.05901909	17.38995237	24.04116634	160.9470805	137.0871681	236.6607906	9.106649636	17.73075232	17.0977875	44.44255741	5.589319054	9.959895986	19.45837926	25.30420574	37.75732742	23.0366429	30.33772273	15.15858557
gene351	125.0464866	244.8220761	191.5342347	126.5934838	135.6903398	168.6807296	236.684261	383.3202539	230.9199531	168.2799291	211.9834758	137.4442874	215.3844554	439.9722498	174.0967229	81.9044042	199.3517039	254.7447774	486.7340251	343.4270574	221.0279604	192.3325722	249.0037836	163.6259781
gene352	266.5486282	277.821898	298.6248561	509.3597562	514.7492692	419.902561	477.1183835	522.0065204	605.7664932	643.3677021	625.8021538	987.2580061	305.1300178	252.9025714	300.6840791	964.3534884	608.3223203	565.3587551	421.6102876	482.278535	572.7592178	449.052158	533.9514947	538.7754144
gene353	105.3176814	132.1148867	107.6641944	135.4575155	125.5294313	148.4854081	112.8938979	144.6929847	136.8080351	181.6034649	156.8597924	331.2280029	118.8146515	80.68451381	110.1627364	150.7856353	234.970293	300.2018022	102.9192236	109.510365	101.1568754	57.89056777	95.84462319	108.7046794
gene354	345.0081245	534.8822011	486.4011294	245.5471967	142.5364239	369.6152465	436.0738	884.2416086	523.5073824	307.0084804	236.4780748	152.0345742	810.2621574	992.0483562	855.2048159	340.1057169	749.7114302	1381.855311	932.4131383	1058.203215	908.57612	920.0650397	660.2248699	688.6317706
gene355	8.230064469	12.45864551	11.81026546	33.3053423	49.30742394	42.86160911	31.15940645	20.33349504	31.22238486	60.78997754	58.19970578	102.8971392	12.36388205	5.904848277	14.60301144	60.95539913	57.38106569	67.74316631	37.91934187	23.49602324	36.88342676	40.67587016	27.02670457	37.59939809
gene356	17.24253679	1.16464768	0	160.2539819	70.48392333	123.9883421	22.85418415	8.394913861	23.54049249	224.5042038	144.0648355	417.9529718	5.750484569	3.363647026	6.01632755	220.8603861	70.06144079	84.1462241	12.65390271	12.65041982	25.81036671	6.066262241	19.60700462	8.678564875
gene357	13.04266842	10.63438258	2.416858734	35.82359169	38.66990826	55.5332298	16.35714914	11.26619115	11.80203976	93.15721963	37.61220605	124.3346251	5.710126029	15.32868148	14.70254124	61.1468892	93.12664771	39.3845023	34.33772807	25.09557488	54.87270109	35.24000612	35.12953344	40.1512461
gene358	9.757319742	76.73601383	64.43297409	31.30596873	40.15125744	37.4793533	71.54004893	81.75906297	59.20459819	50.14234042	44.91851969	56.3585223	55.31072006	57.81401317	59.59875907	33.54803961	72.73354575	55.49254941	60.97286568	58.44764842	45.4212376	41.89990113	54.93073961	40.55974981
gene359	166.9855663	295.1907362	228.7813296	154.0960939	102.9250569	181.5612538	221.0781661	227.4166753	227.4638344	263.6410653	141.5099293	257.2495179	195.6548677	173.3599147	184.6950636	167.3250889	257.9641407	158.4537038	165.2880691	206.1998664	172.0413068	154.8971439	161.3188813	144.5456637
gene360	14.23813403	37.3264943	43.57559848	18.96107044	16.76362149	31.31992937	46.97618854	50.51456128	53.68679979	39.62339619	23.03141128	21.11909205	57.72203334	44.13273473	68.02903979	33.53518277	49.23221682	56.43341128	49.20615581	49.20113213	45.61760037	40.63591605	53.39435706	43.4004389
gene361	9.098773915	0	0	116.2083384	23.16611592	82.23880424	1.633597648	4.210571804	4.057796913	217.7129216	90.26849229	290.085415	2.800359304	1.735237861	3.941115534	16.57194104	2.732314427	14.08170273	7.896133375	7.894048837	12.4466206	5.336337801	12.05725171	5.521668225
gene362	76.04230899	88.26402853	74.58829709	45.63828653	35.95853401	23.05567347	87.23522173	72.77798429	60.89599142	36.71467823	61.12099306	30.16720182	103.445167	78.5984013	97.00475627	69.9028795	81.44383292	48.2716351	49.09957413	73.37701707	99.59873798	76.26971189	52.22812721	53.88053981
gene363	88.18674121	108.4505972	90.21869056	56.15284012	51.26533386	46.78083669	101.0969745	62.71953373	88.26565291	89.74793846	84.21380216	49.41853234	53.04543883	50.87982016	67.26422955	38.8604604	39.80960927	52.02409054	47.72059257	51.62535429	59.17872902	39.41761544	49.07630677	63.25320947
gene364	41.7029758	88.55158005	39.30831827	53.55239068	48.46772007	38.37429055	44.75730811	46.61198156	41.46532411	83.60366167	60.5590258	64.67621132	52.14406134	78.53181989	65.95217783	107.9989397	79.36358638	38.1895785	55.0923459	84.05436676	60.01926702	81.5194777	35.89135075	47.6130855
gene365	48.02313574	41.99732027	79.38662986	95.92681543	77.66937877	48.12722979	56.45330164	40.64169509	52.83129551	154.2930959	116.340017	116.4121691	48.82284501	56.30897591	40.32190738	109.6808923	82.26352657	53.14858719	79.75747602	59.22690186	38.75896483	68.58110962	86.72520124	68.52646094
gene366	6.212393355	0	0	68.49147392	10.20753111	61.76562873	0.728152957	1.133834263	1.362539817	149.1400056	39.85612216	242.9053253	0.23289816	1.606766815	3.433384819	55.7972778	20.75467174	11.80883512	6.721438503	6.719703925	10.50526224	6.076700867	10.18186554	6.273543342
gene367	72.07402872	63.97790655	33.16379084	95.44516071	77.16790326	88.91590319	81.99473825	46.74390093	72.99701851	163.8650283	86.96318683	243.1565738	9.457008679	4.460396634	12.78473517	225.23807	183.395597	126.4235107	12.73974769	12.7362398	23.41079008	10.26432999	19.74266931	12.04828361
gene368	137.6321533	273.1386439	170.8431247	147.8181518	104.6086367	135.1354543	128.4426501	215.2203513	148.9375106	169.101886	174.920038	224.7276077	182.8321148	216.9107832	223.4088068	122.6685504	172.0168124	196.3959621	217.7384894	230.1795689	147.0916197	152.875073	142.8045751	147.5598488
gene369	100.0171082	125.6582369	147.2734525	46.50731895	44.98521533	55.77334596	102.2482781	117.9208593	143.5273448	64.08576615	83.2517613	95.7607872	0	6.084529133	6.859538069	0	0	1.487908263	8.43888106	10.36841113	13.34168731	4.208321835	12.92200424	5.880586571
gene370	315.0042086	144.3001446	204.9451289	236.3118448	321.7596793	236.5360128	243.7193076	212.844274	354.0438995	300.3073166	477.1276021	557.2379946	213.955911	205.3966328	265.946557	366.4426033	203.255191	421.6938398	158.8499594	158.8262816	312.1085544	208.260262	303.9162175	266.475017
gene371	90.41603691	153.5249328	126.611679	103.1257076	179.3662693	84.46988464	204.2493895	234.4654346	165.9374244	187.4313381	164.8555098	196.206275	189.7925171	221.6435856	171.4975237	202.566486	390.7609346	222.9593902	228.0547393	277.9047904	270.4414746	274.7317283	199.0017187	220.226678
gene372	17.56275248	64.1956451	20.31083177	45.35297107	64.59999701	29.39240768	66.71998169	57.57360491	41.87221597	99.52109697	61.29972337	117.5964125	16.10169911	10.15332616	11.27447334	41.79152222	57.65198347	14.27918483	7.39004897	12.54378462	19.98286729	11.31775824	11.24994799	6.741693789
gene373	50.01485894	125.417897	64.23775778	57.30606171	81.98127393	26.04032709	125.1953716	133.4021263	109.4633652	103.3750809	68.18995071	73.10141395	70.8370412	71.58090875	75.19819686	229.7194766	340.43152	67.6737692	127.1341009	93.96893498	119.7452354	193.681274	103.0175701	145.3220358
gene374	21.60515224	20.22565808	18.37564665	41.83023556	22.07506481	29.13600728	30.05259417	34.4870046	30.96915826	43.84112643	32.00287091	62.63297924	88.35124537	77.24377163	79.26376544	53.44469078	84.6318006	70.62369874	51.87409738	85.48877001	79.82592083	78.29018219	64.61716579	63.87170685
gene375	6.957675327	2.906427618	2.123348433	10.60291545	0.816437468	4.625004933	2.620884156	6.22580338	6.955577316	0	1.927860223	0	129.6088365	101.53112	128.2590277	129.3092527	87.84890544	88.23532333	82.38223589	89.66011178	115.086409	95.93667136	63.47240728	60.38282374
gene376	32.56320694	96.63116338	75.17093748	44.0333748	57.71752538	46.37294981	127.7371482	132.1178945	134.1031356	67.62823873	68.1984367	87.58973892	43.20224258	43.82711433	56.79075772	40.99951988	98.5730895	63.74034146	43.7004317	52.96056659	61.30640334	60.26350054	47.89726908	48.78256153
gene377	28.05959667	40.79516104	21.87295603	63.5542063	42.18240114	62.3385677	43.89142567	41.52161622	47.56569724	104.4969838	67.44837625	169.9064613	17.84653865	7.111964647	8.018951825	77.48785298	52.17045142	50.07175901	11.85498657	16.58650447	19.70292208	10.53933472	17.18688757	8.787347832
gene378	24.10456468	11.46536192	9.231248362	60.06112291	52.12207725	63.47545669	7.517014788	6.216753088	9.871745429	123.4288147	85.78690155	141.1184336	3.832863678	2.742891209	9.981439884	117.9291905	27.27367629	32.82165147	9.072129369	9.069979636	11.32834964	8.805503053	15.41301163	9.459993375
gene379	67.07513027	111.1418118	87.9778925	89.19940302	75.35811537	87.08574854	103.4717144	112.2734115	123.1806456	112.981803	104.186598	186.4825102	129.8421544	72.5678669	105.2308957	84.89897056	184.0810062	136.9912775	101.3112059	126.6822156	81.31970517	95.40068747	87.39000228	92.41952663
gene380	205.8708568	561.9776553	390.6851837	165.9275699	205.9835646	165.8763541	405.6614179	367.8378087	260.8864283	327.6031953	212.6426114	159.2488606	293.5902029	247.9799101	227.2731099	297.7794835	660.979516	272.9229403	436.3070477	343.9838343	234.614098	366.8031246	246.830093	300.6484359
gene381	115.3233655	76.67025877	96.37273	178.1758874	165.2625405	159.9664533	125.8244367	79.23490734	137.9861613	284.8925321	286.0373511	329.5974574	78.61861374	93.91450435	94.7844625	194.2495101	72.44089766	79.81937561	89.3529721	102.6250711	117.5184022	73.40226353	106.0820419	78.60634567
gene382	324.9738292	447.1778543	388.678327	361.8119541	365.1826671	365.3570184	458.3376676	543.1323534	541.2878531	554.6473659	398.5826334	679.4042964	464.1518065	536.0554108	509.4795672	594.894819	561.1405067	820.6172828	570.3772006	696.8961078	665.7756244	606.890535	586.4867371	708.6056502
gene383	45.57533301	42.39233254	41.80582817	55.89350888	39.85550351	67.2386533	52.65631675	55.66749709	88.32007344	99.79446412	63.19570089	131.1986438	39.60515008	22.96819903	38.02603324	90.35380548	62.17135476	94.4623107	38.07877293	49.93469744	49.45435786	23.19849621	45.43304511	31.91897086
gene384	17.20659124	41.72341469	20.64026998	19.08238376	27.19944619	23.25436454	35.10172718	37.44822395	42.90728614	31.12986426	27.22071303	43.03371789	45.07183858	44.16249817	42.88921227	34.60221684	73.94122285	45.99381032	68.02349364	54.44951794	58.89319335	61.69669645	53.78575558	50.55283277
gene385	55.13193105	85.79185811	61.11195378	80.05199754	99.00661218	68.92940336	75.00890142	83.01074106	90.3980547	146.4598415	106.4213633	194.036966	72.34998427	73.21773033	72.44052061	75.97690831	84.37878419	107.1217031	99.07793491	115.4224769	84.02371852	66.97410793	76.45277829	93.60483857
gene386	26.75480385	88.6584538	60.99977696	54.42914175	39.62163185	46.15153317	62.45990509	70.79272281	50.0732739	88.7294443	51.79733028	78.92180418	70.29440742	65.38229823	72.17137289	60.24319193	122.4029942	62.9347172	79.39840268	88.14133988	60.68208522	80.04526838	50.45067368	68.64276811
gene387	17.32033921	63.48081144	33.88962242	10.34828849	30.99677847	25.69510301	48.930787	55.55280601	31.18886116	41.23045973	27.1311734	40.76457048	39.23942429	35.96833068	41.85644729	52.04237298	114.4131405	38.44149375	34.35958534	44.59443982	35.83379749	34.13147068	33.64781359	36.63152352
gene388	46.47671825	70.10914252	44.78417015	78.25929768	145.0787436	74.07055684	68.05290645	69.95250131	70.8083293	177.4393422	150.343094	273.1791953	35.73392794	49.59930126	57.0202846	69.54621194	92.40426696	105.8856708	79.46294061	78.15236098	82.3105755	98.66870499	76.18480727	96.57939094
gene389	28.49369921	36.68662823	21.98179384	22.30468318	44.61659963	26.38270473	46.01840277	43.46143407	26.41998081	76.05133366	32.89968109	79.42808869	28.75406285	18.35192949	12.05058995	27.88418765	67.80605318	37.79529281	24.3131853	21.62101828	25.16485709	33.71564821	19.73232874	21.68202685
gene390	8.966703226	0	0	49.05995341	127.4896031	46.7184678	4.445016341	3.244171931	4.789448278	108.5685684	128.3049873	360.6724574	0	1.93847749	4.741581777	56.24941255	107.7323927	114.2234572	9.738390287	9.7357611	18.18775285	7.51555537	14.9884743	8.377530868
gene391	75.28884516	93.29726185	103.1226726	76.19485804	63.62079334	60.45828748	112.6000769	118.1915584	105.1111151	122.8353779	75.94576261	144.0055057	81.12451542	81.37740709	97.7884153	42.94404329	77.28460164	110.1323571	88.33036879	116.0517322	96.56476483	62.22667385	83.15006018	80.27068619
gene392	21.20692623	55.40592135	39.18652101	12.81526727	25.30618978	13.56316958	68.73973354	56.55016121	45.84910288	19.09572034	26.41000316	24.6603013	38.31294026	52.34908197	42.8418708	26.16154524	62.60989892	77.19595278	53.10002756	45.5844609	54.46994371	47.34574765	40.71911442	50.47822718
gene393	81.93135865	240.7173214	248.5398056	110.482053	78.7972558	98.04272543	176.8055095	183.0645651	135.2169777	171.6438304	84.92343562	150.6026201	165.298717	282.5190357	124.8920568	389.3195128	374.8971686	256.4174926	198.4714679	119.8642153	118.3925071	59.83273051	204.1784997	62.58564549
gene394	58.2237475	7.972891092	25.29281621	49.93429137	60.74895116	47.79834588	43.97000732	54.55636969	80.03088142	55.08521743	176.7918698	107.4405165	11.34486837	9.103358059	12.45236399	38.94282234	3.080073833	13.37963278	15.54962961	12.51231437	26.7961616	13.68268693	24.57758415	17.40680025
gene395	60.41269379	147.465371	99.40084368	71.21905376	99.95860277	75.14871794	139.9563438	121.3703067	127.8640011	141.9154305	90.91856654	197.5837367	54.34838854	55.18293063	74.57654619	213.0766544	135.4567194	88.69057655	101.645763	105.4998328	118.7439563	142.7872194	110.7740331	152.0546811
gene396	26.40253608	40.99910816	32.92463793	64.39334559	64.39113262	43.8273691	47.86734781	30.44050501	52.49677887	130.1596846	74.90979582	186.6931779	5.581488236	7.08009368	5.329268248	33.73790314	41.87029813	24.13086524	11.57720027	7.95203648	12.5423338	3.996036888	12.14972026	5.560008623
gene397	161.5315475	409.0772332	282.3179116	95.63504272	84.6094151	104.4357144	239.0242928	335.4288651	209.1608086	101.9988143	103.6321598	30.84534926	504.6990726	469.2638368	423.399331	207.7571342	528.1255821	340.3275875	379.9989427	496.4201835	330.7669573	419.6625709	229.2922417	330.92744
gene398	38.72199192	91.58501526	63.84313195	16.42207986	29.69453357	23.13215144	60.6772667	98.83113151	54.35922159	28.7345317	35.508874	26.65326538	76.70161382	60.84990244	81.41006094	23.55921589	63.51484507	76.31313255	70.61692234	69.36876633	43.43565429	49.57352497	39.56780782	53.3346165
gene399	41.51105222	17.8124189	13.04223238	100.6479169	129.3387092	119.0358561	51.42908592	28.58750803	57.50486709	141.9934673	278.958362	364.6999158	3.963515837	2.22200982	17.52591898	77.28970895	49.65194542	107.8499712	12.28431689	12.28094175	19.65456615	8.716167317	21.92174036	16.12584307
gene400	26.02521206	14.20665859	17.00665554	104.2733962	63.7499686	81.09990619	30.93139884	24.46560643	21.06936405	207.4506863	117.4150854	260.0743337	9.964227402	11.52841628	25.5820529	76.81704925	44.12900137	35.30663894	16.9311251	16.92751008	20.59335967	11.35551012	25.97382268	14.18487483
gene401	335.5878349	0	0	2669.34647	1104.87172	2214.903328	180.5528577	131.2726028	187.8186798	5301.69463	2790.995021	8019.228845	99.45135684	86.28681604	163.7752763	1092.134465	584.0649496	177.9483849	274.8398128	355.1747108	424.1548805	352.6045936	468.2839596	289.0037276
gene402	52.43108953	44.57042843	19.64631948	204.4198702	163.9712773	116.9370907	49.03994389	29.77480608	40.16269167	373.0986562	242.5120323	532.2721784	17.99346222	26.24657027	36.09991688	209.4294251	103.9382751	58.48437666	30.960349	47.94540796	53.93783604	51.51121906	63.29647085	44.47181928
gene403	15.01975329	0.632059528	0	168.5416244	73.52252446	129.0055173	11.13053202	6.353727458	6.395228813	341.2503685	170.8922366	493.8638913	0.346587628	2.207571032	5.797712275	61.73305898	16.88844283	6.34680456	12.15521355	12.15187607	19.44333789	13.82133779	24.16812751	11.6313272
gene404	37.66293232	89.59414964	40.0193943	31.63395478	20.37257742	23.74770722	50.85958164	33.44902522	38.89046244	50.37194712	29.26085339	37.86548563	58.47413501	40.17700164	38.9014626	40.96469716	94.33100233	51.29992511	39.05041705	51.7861478	37.05653487	50.09981578	51.1147998	54.7805066
gene405	14.04112213	8.302711341	3.478867502	38.89084466	18.70630505	53.96150032	12.4507289	17.30295132	10.89332232	107.439244	38.02783293	150.6123247	7.660704701	2.692938885	8.543263867	94.3775579	71.17860738	47.11088284	6.780460963	10.25902207	10.60294785	6.105116677	10.27622414	4.785143301
gene406	16.55231312	15.52660321	2.679189391	62.66091791	76.03209122	57.8083213	23.99293163	10.35520665	11.36712103	205.5174435	54.36608385	247.2994266	3.332982823	2.014547831	11.62639282	141.1932517	210.5437862	90.14926301	10.42385848	16.02675083	16.60613268	6.494544705	18.79634505	13.29132474
gene407	56.45340668	120.2181783	85.14628135	45.93291732	50.42760243	48.15114891	92.88268931	94.03090008	74.97684893	82.98710389	63.46877362	85.56121765	91.93019629	96.64499902	93.96557731	61.26927531	145.198359	82.31160227	116.1429843	109.9087065	97.82081424	99.66502814	77.16050827	114.528992
gene408	26.39668375	38.43740889	62.25550732	72.69370352	41.61432126	51.69218932	47.67242752	37.57412032	46.23425807	113.6384748	96.36345398	120.6201955	33.71732238	54.02057894	41.78446903	133.1582908	66.54053935	49.08326914	49.483685	40.19936124	46.02885154	58.72449448	86.26452588	64.767378
gene409	29.81084456	53.14114374	41.45510077	32.45157798	41.12503248	15.8830068	56.70902264	66.67886859	56.28566463	65.35763083	52.88614237	48.82246494	76.66137265	60.87840446	54.02163936	53.93237596	59.37897352	52.70868661	50.74616417	75.81557172	67.33923175	50.78928612	45.94154558	55.83078086
gene410	43.68505765	0	0	400.2917106	349.6472925	261.5765164	20.58095982	13.03136087	6.713164187	1000.661136	402.468036	1327.776378	0	4.632839924	16.86954028	457.279177	335.5440021	205.2978915	33.43582805	41.04366938	53.87266428	48.89182661	52.12332949	45.52362958
gene411	237.6967284	199.811352	185.0790515	74.85367218	83.13093244	96.30697393	175.0238027	146.7618502	216.6460914	116.4616959	130.0505517	126.5598272	213.3354396	147.8489637	217.6169488	142.0803909	129.0130687	233.1232184	154.316899	178.4139033	203.3246518	206.9682487	169.9324098	227.233016
gene412	165.1720844	134.403627	185.1920982	310.7430884	262.4784573	177.4226676	205.294438	166.4997285	196.1942339	654.5915631	457.7347775	444.8306534	105.6438236	199.0377712	119.56347	858.8878705	233.1759693	62.9641421	188.3678825	187.0136764	315.3124466	281.2642483	199.7308301	203.6835985
gene413	18.09877653	46.60355562	36.22335764	13.81645563	16.82654964	19.36880281	40.07881058	48.49151341	31.27720725	30.63887021	16.4053502	37.18867134	50.03053718	51.25023799	37.03484192	32.76502592	77.67839703	34.9519219	66.00131215	41.21393156	26.90793885	42.64832562	45.62791394	46.58179764
gene414	29.85745696	96.20907853	80.35948886	40.19479631	45.55931754	24.12029967	113.6122764	105.1105488	74.90306262	53.49500168	51.83991694	62.69163859	117.9909431	176.5317374	120.7467546	95.84344298	159.2474536	76.49578462	135.4584092	123.0866268	76.54969981	116.5432333	79.61566744	127.7322967
gene415	195.600833	201.5688746	252.2889046	124.3881671	163.1728489	166.4518838	208.2388558	154.9910383	211.864536	280.993619	318.8912437	232.6551992	120.4111155	84.67757585	99.08037568	335.8630101	237.3660217	165.9972424	154.6649526	162.4371555	177.7108119	155.9071456	154.8904093	145.5807708
gene416	25.27171938	31.2083278	27.71240865	69.4945382	87.63203619	37.8612921	60.49004042	59.72549963	38.41751318	200.3363946	94.28944552	213.1932832	15.5353146	8.437328969	10.31409063	126.0846712	103.4174208	26.78722855	20.70000563	19.14081288	21.56039605	23.65048602	25.07551778	18.64627891
gene417	14.31041071	0	0	34.48955731	25.31126695	40.59025287	1.678664976	7.221925154	7.021055227	76.33322649	36.89900852	146.817809	2.011346888	1.638881908	3.560460057	147.6948469	138.3771187	46.03684826	7.015964122	7.014141581	10.99256519	8.700900337	10.65257961	4.940461003
gene418	21.39224383	17.56554462	22.19283624	26.39399467	37.70858464	24.50896036	37.06970571	26.38241006	31.19048744	61.78496137	47.31217855	74.98111577	8.535746012	23.60877297	7.516324372	49.07772554	53.04165707	57.24068052	62.05000896	59.57391661	49.13934247	55.18615794	52.60910746	70.22743692
gene419	22.62569906	28.4542416	16.30764359	72.01358019	89.49423611	65.92721083	31.86143325	18.43828416	40.32892775	202.0122591	120.045711	239.1146491	6.100348815	7.400433023	11.65932833	190.5519116	58.04307589	40.52676224	14.37757192	19.35444732	21.88636883	15.41309202	29.20911766	21.42221271
gene420	18.28449267	61.06655792	38.57944752	17.65282048	30.1390302	14.6599894	51.93237022	48.49893111	39.05040372	62.03504714	26.58123666	46.56842937	26.77455316	21.48784958	30.45655526	35.99273754	82.59044384	52.72027891	25.96355306	33.81213528	22.3521598	42.77185615	26.69392886	32.70501182
gene421	86.68335598	168.533517	132.0573917	109.1736045	55.76221695	94.6505649	156.2944859	177.9136668	136.6723075	172.767492	107.948637	207.3709539	144.7114334	183.6439915	169.7539393	129.0959358	154.618476	222.1356452	216.159393	228.5143969	203.1796458	199.8771016	148.0128208	194.1573837
gene422	32.56721606	2.328327349	5.490444259	117.338831	68.32683747	107.9065607	28.47342771	20.65294805	34.5193918	204.2376715	124.8819669	443.8713823	20.0422719	3.815548861	17.25607982	332.052266	272.0983406	391.6434853	22.89826324	18.91157759	26.67681983	16.06550201	31.82748098	25.10390317
gene423	23.93902059	25.05525754	17.23517935	119.3100622	79.5116141	89.49421838	17.83872883	25.63245188	27.14055889	213.8070432	148.9386144	375.9261932	27.0833578	15.30499959	24.73180988	232.5200553	235.601801	133.8709566	23.93666709	40.78691472	28.90955049	28.42773491	36.75599695	28.69133408
gene424	8.369061972	0.565038121	0	72.6422555	86.16470903	51.85842156	6.42986836	1.19130425	9.627538108	144.9721971	140.1409929	299.6023823	7.266466088	5.101003318	7.163201865	98.93100847	35.9968051	33.78129801	16.10920636	20.67062287	25.25048783	18.21748218	24.61077801	12.26602324
