"","5th.SAM.1","5th.SAM.2","5th.SAM.3","5th.SAM.4","4th.leaf.1","4th.leaf.2","4th.leaf.3","4th.leaf.4"
"79",0.0396175233023297,0.0108171970571267,5.00572534338663,5.39527189706185,11.7501016869811,9.93327846854906,11.9811158192766,14.8811362477896
"81",35.8768833196644,30.4758744778821,21.0369560420229,28.5963250218576,29.1711884209497,18.8503947344799,33.3690104098631,19.802533635818
"84",121.127367533401,115.924969071767,132.191395866063,130.501730762576,30.9466896181847,112.630457502506,51.8882022590147,89.3027768194665
"85",148.159663700677,113.974294396961,158.216680205643,115.925411006336,72.0280385169046,121.408839473982,108.48920228143,107.085230534395
"86",29.7878056953508,23.4392650947076,33.0484068920192,40.5106843922786,56.3514523684217,53.4765608991626,64.7297180224494,35.6181382364566
"89",449.719665081995,429.939106711903,411.632277337702,462.306518369645,351.703944271161,422.09201855591,385.113914886239,386.615977264179
"91",218.778302446524,192.308917525868,228.335507520946,249.093366644375,251.061220221401,238.791915677661,220.166640311637,209.07665575995
"92",70.0116476460422,66.0753929893859,70.103135824924,67.6052351873597,54.3177079531358,49.400739049021,70.0415992712086,46.5554249734619
"93",195.406796049078,190.105572014003,194.292318592153,213.583299644769,204.904396667599,208.880633374651,257.073281940046,289.686126540907
"94",15.9902739708561,20.3083233257072,19.0277684268116,17.2824024037484,0,17.1661242576392,15.0380148521229,11.9005775059994
"95",41.8994942307186,17.3336220618946,19.0324933185895,21.4577132386455,23.508181318511,27.1807540828996,20.8217161578424,25.7798132854899
"96",8.40843063127689,8.11033594753028,7.0095109680647,0,0,8.399033226812,0.0417614194176253,0
"98",19.1956134788237,14.2867137726538,26.0358302549948,28.1858984519307,19.9571366753636,23.8226256695835,17.4868510850604,15.8460022423435
"103",0.158470093209319,15.207366742312,20.0223840167702,7.59184958480257,30.1387724138258,41.7852181509589,15.608796588275,12.8391160942917
"104",0.140462128071897,21.2361429979616,10.0146857103871,6.74901993232051,17.0138442753697,0.0983081054256507,0.0939631936896568,0
"105",264.371315094287,274.607238262757,307.453805330565,358.783118309768,272.43778079035,308.345425679726,340.521205484794,346.099841951629
"106",56.0750075472086,45.7657711122319,54.0775103393974,44.7486303200128,64.0602498363607,75.1066554270074,64.4009573019529,74.3695644533484
"107",136.942107265163,152.313301880584,132.200536879,128.672150236808,122.862460956897,129.973428748929,147.194081219716,120.900555661499
"108",344.813299372103,266.560752383772,300.450598670337,310.04174752966,211.409664597406,219.698584999043,228.241664558402,234.991195963023
"111",17.9335461197075,16.2445019581357,0.00529103981376977,22.2662460339396,30.2213126354991,14.5750835460394,19.7464025073559,28.770717007908
"112",38.145431550437,41.6188646932438,36.0535625534105,28.1132253095481,58.8227731724863,38.395079915237,31.9660241762551,37.6504046532758
"115",10.4514786593711,0.0216343941142538,12.0124847133268,0,0,0.0382309298877528,0.0365412419904221,6.96529056474352
"117",0.262916291006373,32.3926087288272,23.0304223284445,15.4417643743902,54.0152113290714,37.3691442114955,43.4804812154708,34.6621025949446
"118",59.3556120335719,46.8230348778163,57.0845212193702,61.9749017624853,53.9314788819142,62.2849094393366,79.7493381162119,56.4770182423498
"119",0.0180079651374225,5.04603528165179,0.000456124121876345,0,7.43039472334111,0.0819234211880413,7.45031085291283,0
"121",155.505754523089,115.018166088748,146.211664995017,136.976348522944,231.883355189766,148.739652116179,163.795681425741,164.497829183151
"122",24.8439081438105,38.630972777133,50.0670156887358,46.4040923857615,42.8610025096296,21.3925702850055,39.0782991794267,43.6467833357381
"123",28.7634827674786,33.5257140793652,37.0514921105101,29.2964838961373,24.9127471670642,40.1658792668527,38.9818368385924,35.690845643576
"127",10.5270939362684,10.1423947586798,0.00282796955563525,9.67910023795223,15.5767531696065,10.9706844430975,13.0133644864983,7.91371079327777
"128",0.154868500181833,15.2051637547553,17.0202761680195,9.46012998816554,11.628243651043,13.1801896223317,17.2980822566799,16.8611987180476
"129",13.6567087611623,12.170126366241,12.0157255126635,0,11.0967780997072,0.142000596725939,5.49153792572107,8.93169252515304
"130",0.10444619779705,5.09769583333491,16.0165053422992,6.91673876963207,11.9800692019051,10.7911563262482,0.161825500243297,7.93010616812985
"133",48.2670512146152,25.4497057393196,28.043917349044,22.8919677402345,36.4527553916037,31.6905989738718,35.7384953150404,23.7571006308133
"135",19.111560285757,20.3163843178626,18.0277440907588,19.0723554750723,22.0705473968902,14.2586399342213,7.90667790827161,16.8577675981534
"137",41.466585979889,49.7465629173083,39.0615637838267,44.2791998930055,13.9935672850301,18.8503947344799,23.9961707235208,44.7003196970839
"139",18.0667282950599,17.2880659100938,23.0310117436907,16.3183473727359,25.9166855904972,17.3822688442979,0.31321064563219,15.8631763127756
"140",94.10327867922,85.3391229095176,69.1123216740449,80.5663446077242,105.46912008558,106.623239982,75.9530664648079,101.12895861661
"143",34.2099939663042,38.6482489120445,52.0701681407972,44.3701755678774,19.7693403049576,21.9021428575962,21.8162682552277,28.7730876340959
"144",92.2622105927622,102.824062522641,157.210140892043,150.015151509739,238.519475989107,482.111695414485,305.916279219295,229.646325024112
"145",11.6836533487637,8.15841276956486,16.0206520032291,11.2313802851179,13.0650861407381,0.125615912488332,0.120064080825673,8.93540685680644
"147",9.2989044756101,0.00885043395583129,0.000821023419378397,0,4.50763507438392,6.48307195317109,8.53678452751004,0
